label,rmsAW_u,rmsAW_g,rmsAW_r,rmsAW_i,rmsTHELI_u,rmsExpo_u,rmsTHELI_g,rmsExpo_g,rmsTHELI_r,rmsExpo_r,rmsTHELI_i,rmsExpo_i,FileSeeing_u,seeing_e_u,FileSeeing_g,seeing_e_g,FileSeeing_r,seeing_e_r,FileSeeing_i,seeing_e_i,MeasSeeing_u,MeasBeta_u,MeasSeeing_g,MeasBeta_g,MeasSeeing_r,MeasBeta_r,MeasSeeing_i,MeasBeta_i,HeaderSeeing_Z,MeasSeeing_Z,rms_Z,HeaderSeeing_Y,MeasSeeing_Y,rms_Y,HeaderSeeing_J,MeasSeeing_J,rms_J,HeaderSeeing_H,MeasSeeing_H,rms_H,HeaderSeeing_Ks,MeasSeeing_Ks,rms_Ks,MeasBeta_Z,MeasBeta_Y,MeasBeta_J,MeasBeta_H,MeasBeta_Ks,InputSeeing_u,InputBeta_u,InputSeeing_g,InputBeta_g,InputSeeing_r,InputBeta_r,InputSeeing_i,InputBeta_i,InputSeeing_Z,InputBeta_Z,InputSeeing_Y,InputBeta_Y,InputSeeing_J,InputBeta_J,InputSeeing_H,InputBeta_H,InputSeeing_Ks,InputBeta_Ks,rmsExpo_Z,rmsExpo_Y,rmsExpo_J,rmsExpo_H,rmsExpo_Ks
0.0_0.0,5.340427290106481,2.187244204753171,2.3904819659398817,8.436562996517761,6.114255204442908,12.228510408885816,2.5041758900219047,5.599507517705016,2.7368628028045694,6.11981127216162,9.65902097471318,21.598227495554948,1.029,0.038,0.882,0.045,0.695,0.048,0.812,0.049,0.9438524,2.128467,0.8137121999999999,2.184933,0.6670316000000001,2.481783,0.7634954,2.617685,0.900913617999464,0.9557247670371728,20.255747931463567,0.8626969657585152,0.9045242002524878,41.071650447765826,0.8306180562029071,0.8862244902266514,42.4215133796278,0.8380877243438744,0.916968007622548,82.98262221663495,0.8116077799485621,0.9086280888735438,102.38901803905186,2.877201119740372,3.0518521645511614,3.1327641788434275,3.0030127939747056,3.03522822755957,0.9256618000000002,2.0790261751454406,0.7921122000000005,2.086188626143051,0.6373904000000001,2.2240680536000723,0.7438308000000002,2.458327519849337,0.9120865299092038,2.690623581927582,0.8596251741046241,2.8114141521468063,0.8403075486525661,2.8807775237912074,0.8718500455460303,2.770650181456209,0.863604469555002,2.7971087762374816,20.255747931463567,41.071650447765826,42.4215133796278,82.98262221663495,102.38901803905186
