label,rms_r,InputSeeing_r,InputBeta_r,rms_u,InputSeeing_u,InputBeta_u,rms_g,InputSeeing_g,InputBeta_g,rms_i,InputSeeing_i,InputBeta_i,rms_Z,InputSeeing_Z,InputBeta_Z,rms_Y,InputSeeing_Y,InputBeta_Y,rms_J,InputSeeing_J,InputBeta_J,rms_H,InputSeeing_H,InputBeta_H,rms_Ks,InputSeeing_Ks,InputBeta_Ks
0.0_0.0,0.0,0.6373904,2.22406805360007,0.0,0.9256618,2.07902617514544,0.0,0.792112200000001,2.08618862614305,0.0,0.7438308,2.45832751984934,0.0,0.912086529909204,2.69062358192758,0.0,0.859625174104624,2.81141415214681,0.0,0.840307548652566,2.88077752379121,0.0,0.87185004554603,2.77065018145621,0.0,0.863604469555002,2.79710877623748
