label,dmag_u,dmag_g,dmag_r,dmag_i
179.0_-0.5,0.002239089987202146,0.01848750349655859,0.001682788133621216,0.4269148149105712
5.8_-30.2,-0.1333104125583166,0.04438401730480837,0.0252241175621748,0.04692936223479682
134.4_2.5,0.09488015109679959,0.07719128712737734,-0.03333654999732971,-0.01405074487680417
212.6_2.5,-0.06283740213848885,-0.02708404787843768,0.009086024016141891,0.0317494492260962
342.2_-33.1,0.005825402579357999,0.02677699657950052,0.04604059457778931,0.04383058817685151
217.0_-1.5,0.002703187637455209,0.06748324922052813,-0.00353454891592264,-0.3295382326740022
202.0_-0.5,0.1372698332913842,-0.01687065453981245,0.01656991243362427,0.06438260212632191
192.0_-0.5,-0.04335581773891721,0.04334378954881993,-0.06382527947425842,0.02161800306102146
219.0_0.5,0.0416877903502802,0.04743123163048926,0.01680026203393936,0.04968280323982617
45.6_-29.2,-0.07945014460513469,-0.00048011202033193,-0.1085016876459122,0.04295436701763264
136.0_-1.5,0.01542272666581033,0.04530677849577046,0.03131520003080368,0.02580992230172842
345.6_-34.1,0.07013463147651869,0.05455172300085815,0.01619963347911835,0.03429358815791943
138.0_1.5,-0.00555452397576319,0.02717198033143974,-0.04078111052513123,0.01001761686942405
132.0_1.5,0.06370828300373386,0.04986486176642711,0.03769160434603691,0.03739435747517188
330.8_-35.1,-0.06569592389355658,-0.03468405471158326,0.008151620626449585,0.06390447399256095
180.5_2.5,0.0258950811895335,-0.04906626489366454,0.003737799823284149,0.04617578943101694
137.0_0.5,0.07890891559244731,-0.02419772386930299,0.01519892364740372,0.06631262680629516
6.9_-30.2,-0.00942787046185641,0.0362297442479553,0.0633014664053917,-0.00376691940947626
223.0_-1.5,-0.04216634257090537,0.01924318307022736,0.01222071051597595,-0.08126070578296549
43.3_-29.2,-0.1947615216507567,-0.08654858388501953,0.03709311410784721,0.07517591297176023
13.1_-33.1,-0.2261573828165504,0.01601468584114264,0.0346105769276619,0.03036966627919764
187.0_0.5,-0.0345724262367148,0.06642940433371859,0.001329917460680008,0.03334759346249098
43.2_-34.1,-0.07900123893769087,0.02585131353586712,0.02301178872585297,0.08459061907494653
223.6_-2.5,0.09057718111978569,0.03297839558234136,0.0316341295838356,0.04006462198059194
232.0_-0.5,0.02734524113772373,0.05114696186452136,0.04635827243328094,0.05174096239067353
216.6_-2.5,0.2999367371064557,0.05941563523789432,0.01872994378209114,0.04487644817270939
218.0_-0.5,0.091042569661875,0.05582793412105696,0.007713831961154938,0.04111555035539675
353.9_-35.1,-0.09670925255942386,-0.04743433802729782,0.03356044739484787,0.04122976308079501
330.3_-33.1,0.0562099445288663,0.01727952595267982,0.0440693274140358,0.04921633938922173
46.3_-33.1,-0.1046781702529578,0.0303272221901334,0.01783157698810101,0.07199394495714068
9.2_-30.2,-0.1670886936793831,-0.07952846384368786,-0.00389017164707183,0.02334176115902301
187.0_-0.5,-0.01125317896173458,0.03397785278914506,-0.123858705163002,0.04342342317410322
342.4_-32.1,-0.01770529809591163,0.06960597865104341,0.03839228302240372,0.04911443417274722
3.5_-31.2,-0.1010221610088942,0.02129917095983001,0.03518199548125267,0.07343627801145886
357.6_-32.1,-0.0041437641958989,0.03367257648301757,0.03710005432367325,0.05665653251356616
190.0_-0.5,-0.04056087114591324,-0.02946479706017271,0.000903643667697906,0.00955967924189622
347.3_-30.2,0.0630182463158218,0.04233175206038959,0.01578458584845066,0.05621252087371295
337.4_-33.1,-0.04047344509582015,-0.0068599228369128,0.04383917897939682,0.05439613498145263
217.0_-0.5,-0.0648621392107552,-0.03873854095730109,-0.07809421420097351,-0.08164580312885254
140.0_-0.5,0.003596987695908702,0.04415950305559681,0.05164852738380432,0.07101710040157014
48.9_-26.2,-0.1766757152319123,-0.09639990291804588,0.01080271601676941,0.1865444963451996
357.6_-35.1,-0.1973481136311199,-6.627924792997e-05,0.0335455983877182,0.02609639386710137
178.0_1.5,-0.08763218572646977,0.01286627962405475,0.03660418838262558,0.01597533971457972
349.2_-34.1,-0.05623774445597629,0.02763285605655801,0.02677756734192371,-0.00081051659979175
342.5_-31.2,-0.03895314147164442,0.02226903824375404,0.04521514102816582,0.06814922790336027
172.0_0.5,0.01052755999957,-0.05195679911313528,-0.00263695046305656,0.1128343925379263
358.8_-33.1,0.0277727094358142,0.07544956980154574,0.03170726448297501,0.07795123831906312
140.0_1.5,0.03374546529618899,0.0267460823396309,-0.03393709659576416,0.03960494062632551
136.4_2.5,0.0300142515805088,0.03337934881427691,0.04791167005896568,0.08368720878042085
18.6_-31.2,-0.1570530523571023,-0.0404905663510782,-0.05155772343277931,0.04296705414884559
175.5_2.5,-0.1148441229601265,-0.03885937967144036,0.02999258227646351,0.0694867207891175
209.0_0.5,0.01662834554092649,0.03021161382572657,-0.3274042010307312,0.03311915553347489
329.6_-35.1,0.0439758039078446,0.007041135963574217,0.04327932745218277,0.04084941512000796
177.0_0.5,0.02218008485865451,0.01310054067906935,0.0116557814180851,0.05182803636805625
156.0_-1.5,0.006259392975309551,-0.08189638988595699,-0.02722004801034927,0.01427449456077989
188.0_-0.5,0.1866079832243864,-0.0075454383435142,0.02766286581754684,0.01504273539490464
348.5_-30.2,0.02462490565180118,0.03282778881901233,0.3658596873283386,0.03374566805616902
172.0_-0.5,-0.05318802136201017,0.05706824737836769,0.003841803409159184,0.09286122986540647
53.5_-33.1,-0.0969886982527318,-0.05384743778506663,-0.00829237699508667,0.05845609652502889
16.3_-31.2,0.01253182554532689,0.03387952139640583,0.04454116523265839,-0.01235669278801015
332.0_-35.1,-0.01163766862867388,-0.09880171732020676,0.05305228382349014,0.03681835110800784
37.6_-32.1,-0.172591758496405,-0.00859666555129297,0.05134039744734764,0.0583655408362547
193.0_0.5,-0.01099482062189799,0.004965640193502166,-0.06863665580749512,0.02999776066853382
331.5_-33.1,0.01659064895030329,0.04466161521776064,0.02867163717746735,-0.00201162982296318
15.9_-29.2,-0.2156779450927115,-0.1610354261348998,-0.01543157175183296,0.0410016962874638
348.3_-31.2,-0.06502089193084595,-0.06036050103425643,0.05170761048793793,0.02397731183666633
46.6_-31.2,-0.0475381981717338,0.06112696727819457,0.01335413753986359,0.06714540796928123
31.5_-31.2,-0.1092536916114649,0.03365879867336571,0.0294056236743927,0.04786919281991595
39.6_-31.2,-0.02983850532897181,0.02887780040692269,0.02818572893738747,0.03717764162903722
177.0_1.5,-0.03598456503967172,0.01709264088184932,0.01815144531428814,0.03882355208754143
173.5_-2.5,0.08972992515087731,0.07001375824297339,0.002332471311092377,0.05789884939502963
182.0_-0.5,0.066133452416644,0.03082036617431982,0.0156828947365284,-0.01772808665186608
236.0_-0.5,0.094542627921816,0.0652557880771801,0.02858578041195869,0.03748133585320022
349.1_-35.1,-0.0203050180868154,-0.3921659385002993,-0.08331786096096039,0.05787043212357662
176.5_-2.5,-0.06275571832482854,0.02456772874887952,0.01123036816716194,0.07168839918975117
342.0_-34.1,-0.01696785168822715,0.05393431397336712,-0.01793801411986351,0.08780974147415942
141.0_1.5,-0.1460548361851429,0.05682882849427393,0.04586351290345192,0.03561249046774947
192.0_0.5,-0.02515378934211131,-0.03055814701057397,-0.0655757486820221,-0.0123032446381801
44.9_-30.2,-0.05968513219526297,-0.00509009376442281,0.01998120546340942,0.008071476421392616
166.0_-0.5,-0.07003698963994962,-0.00201684178038931,0.009388048201799393,0.05599705955672903
197.0_0.5,-0.06872104035517201,0.0522855256580059,-0.00504697859287262,0.0347598143569669
219.0_1.5,0.05308827316428419,0.06145413048154387,0.01580245047807693,0.04935981157335868
21.4_-28.2,-0.1556854559449566,-0.02547915566770576,0.0286987666040659,0.04332975202883404
180.5_-2.5,-0.01319375632939421,0.0104305313101836,0.04008135572075844,0.04455621826679555
44.4_-34.1,-0.2166050600220316,0.00466267510068246,0.04850463196635246,0.05983756909516705
341.4_-31.2,0.0135276340380563,0.03366012295874032,0.0271313488483429,0.05512239420361174
18.1_-28.2,-0.1265330425678694,-0.08826657472101943,-0.2448736131191254,0.02161486855103817
35.3_-29.2,-0.152682040878823,-0.2112145415142368,0.03310001641511917,0.02874000118885397
30.3_-31.2,-0.1456178123998193,-0.0332793046257957,0.05969643592834473,0.05091569030850542
41.2_-32.1,-0.03715571724059552,-0.01960842166744078,-0.00042575784027576,0.07954872684813108
4.8_-34.1,-0.0728292448472305,-0.06620267298615318,0.009525995701551437,0.07586683384778461
193.0_-0.5,-0.04029086173452735,-0.02983748079231464,-0.04994835704565048,0.03397707312679858
356.6_-29.2,-0.1147769721999053,-0.00411315261263826,0.0145043209195137,0.01155467867827588
353.2_-29.2,-0.1227488584995198,-0.06318060522622386,0.04946483671665192,0.03004525639259691
238.0_1.5,0.04814259844074949,0.08128624696079033,-0.01578695327043533,0.04037403802800395
195.0_0.5,-0.0018649474497783,0.008211791799884627,-0.07540678232908249,-0.082293044156522
50.5_-27.2,-0.07467845739321713,0.0132510874847203,0.002239234745502472,0.05813387830916508
346.2_-30.2,-0.3161485277518155,0.05880077229878589,0.008408373221755028,0.04306524962264757
52.7_-27.2,-0.1077654302467404,-0.00431097578125627,0.03284177184104919,0.07777356711821358
13.2_-34.1,-1.065936448496267,0.03513751160010929,0.03287868946790695,0.02670139382577236
331.5_-29.2,-0.00126029318571077,-0.6277681785139032,0.05188992619514465,0.03574945592939207
156.0_0.5,0.0649019592259681,0.02298166990659524,0.05221905559301376,0.02520897833759523
352.0_-29.2,-0.07802145234003979,0.03324237743542744,0.01829712465405464,0.04778059350929106
1.2_-30.2,-0.1307352957773575,0.02057673968111294,0.02140218392014503,0.05560416606420131
49.3_-27.2,-0.4023749069505256,-0.05427319959037868,0.005898572504520416,-0.0827354407562998
32.4_-34.1,-0.1055995621369064,0.02884928771996783,0.01350003853440285,0.04364391111380791
166.0_0.5,-0.06863686842984927,0.03654387895191746,-0.0495128370821476,0.05459556547505565
212.0_1.5,-0.0163135503765546,0.04864081897400058,0.04167904704809189,0.006558699462695133
