label,rmsAW_u,rmsAW_g,rmsAW_r,rmsAW_i,rmsTHELI_u,rmsExpo_u,rmsTHELI_g,rmsExpo_g,rmsTHELI_r,rmsExpo_r,rmsTHELI_i,rmsExpo_i,FileSeeing_u,seeing_e1_u,FileSeeing_g,seeing_e1_g,FileSeeing_r,seeing_e1_r,FileSeeing_i,seeing_e1_i,MeasSeeing_u,MeasBeta_u,MeasSeeing_g,MeasBeta_g,MeasSeeing_r,MeasBeta_r,MeasSeeing_i,MeasBeta_i,InputSeeing_u,InputBeta_u,InputSeeing_g,InputBeta_g,InputSeeing_r,InputBeta_r,InputSeeing_i,InputBeta_i,HeaderSeeing_Z,MeasSeeing_Z,rms_Z,HeaderSeeing_Y,MeasSeeing_Y,rms_Y,HeaderSeeing_J,MeasSeeing_J,rms_J,HeaderSeeing_H,MeasSeeing_H,rms_H,HeaderSeeing_Ks,MeasSeeing_Ks,rms_Ks,MeasBeta_Z,MeasBeta_Y,MeasBeta_J,MeasBeta_H,MeasBeta_Ks,InputSeeing_Z,InputBeta_Z,InputSeeing_Y,InputBeta_Y,InputSeeing_J,InputBeta_J,InputSeeing_H,InputBeta_H,InputSeeing_Ks,InputBeta_Ks,rmsExpo_Z,rmsExpo_Y,rmsExpo_J,rmsExpo_H,rmsExpo_Ks,seeing_e1_r_expo0,seeing_e1_r_expo1,seeing_e1_r_expo2,seeing_e1_r_expo3,seeing_e1_r_expo4
342.0_-34.1,4.791840316364342,2.384954020866388,2.373005363104225,9.232529448601584,5.486177978205534,10.972355956411068,2.730533858489927,6.105659322448268,2.7168538402180262,6.075069871658857,10.570322965703948,23.635960695441213,1.148,0.042,0.995,0.049,0.638,0.046,1.058,0.058,1.0529446000000002,2.127097,0.9219494,2.335372,0.6195042000000001,2.458501,0.9932726000000001,2.296362,1.0378892000000004,2.0835529022234063,0.9058988000000001,2.2595144024650597,0.5890084000000001,2.2261545344398925,0.9775452000000002,2.2571131492683074,1.0569539015284066,1.034343896563558,36.9976529256727,0.9551386343678364,0.9762524731228392,53.538636728773525,0.9550920744417776,1.014072449038801,52.40616021405947,1.1244905983775042,1.1578037097205878,96.93108091718493,0.9918944087256846,1.042629016682764,88.30119580790294,2.708940670365131,2.823779243378996,2.743793325826939,2.5754057935901002,2.69605294352925,0.994287793127116,2.5469009595912726,0.9359049462456779,2.6457467017109293,0.9741448980776016,2.5786781623869413,1.1222074194411755,2.4584874353371813,1.004058033365528,2.538466616952641,36.9976529256727,53.538636728773525,52.40616021405947,96.93108091718493,88.30119580790294,0.027978907084908355,0.02637509300682717,0.02133563902606339,0.02492474462101657,0.02763407538778806
141.0_1.5,5.290479742266183,2.1025311463295555,2.7126887967021376,7.705817381531037,6.057070256920551,12.114140513841102,2.407187909432708,5.382635800107142,3.1057574033442763,6.944684675501035,8.82239032011488,19.727464479813005,1.037,0.054000000000000006,1.033,0.044,0.851,0.048,0.716,0.048,0.949526,2.086354,0.9450146,1.972165,0.7982418000000001,2.464369,0.6871811999999999,2.697083,0.931052,2.035784336824093,0.9280292,1.9301956904315152,0.7784836000000002,2.365807340951404,0.6643623999999999,2.530994847877885,0.9023046461893676,0.9305956611073009,17.762253074771902,0.8664405856688342,0.8887524466608612,37.87505158237533,0.8757297434937941,0.9250116300625671,44.982899218118746,0.9269286660160392,0.9997322974490211,96.076916065775,0.9345355317501256,1.022812935305066,100.32530540400637,2.9545681364004137,3.120887110473148,2.9738182683083414,2.771621621504748,2.7281586739750456,0.8887913222146017,2.7518710975734013,0.8459048933217223,2.88700809430374,0.8844232601251343,2.768522072349794,0.9590645948980424,2.601923241279538,0.9814258706101318,2.5661515633347727,17.762253074771902,37.87505158237533,44.982899218118746,96.076916065775,100.32530540400637,0.04412974126885672,0.03348819558075311,0.06726416827684578,0.0647859409462096,0.01531978705122794
192.0_0.5,4.92622767410645,2.2145839114766326,2.2791572189001448,7.594226547846365,5.6400380640844725,11.280076128168945,2.535477120249596,5.669499196273504,2.6094070999187746,5.834811656388968,8.694629974629299,19.441783662478386,1.17,0.04,0.935,0.038,0.534,0.049,0.857,0.073,1.0657476000000001,2.08141,0.8525971999999999,1.895806,0.5317404,2.9379880000000003,0.787619,2.24826,1.0514952000000002,2.0516934737863988,0.8331943999999998,1.8387643622775007,0.4934808,2.4125609919694138,0.7672379999999999,2.1520290514653846,0.8156951469286059,0.8464749645812579,22.966615823300266,0.7555852002925632,0.7863318367273286,43.864196131356316,0.7669719287071415,0.8212443947173612,41.46505933186939,0.7340890832188303,0.818371049016073,76.78862145072628,0.6799901420148323,0.8028252490049927,110.84297813295534,3.354864509952705,3.87000086728783,3.5387548574873047,3.5623229145423467,3.7006405442571038,0.8021499291625157,3.068623712942648,0.7396636734546572,3.4996587523679845,0.7754887894347224,3.230870121718432,0.7731420980321461,3.252081080607692,0.7590504980099854,3.3627626319270343,22.966615823300266,43.864196131356316,41.46505933186939,76.78862145072628,110.84297813295534,0.03437232379484756,0.028498905917932138,0.02913896362804547,0.06293135068416744,0.034092672476272116
44.9_-30.2,5.680638449607898,2.2389493392817017,2.2025673963599224,12.655548317668496,6.50376296095608,13.00752592191216,2.5633730985436194,5.7318765000378,2.5217194120924744,5.638736025619577,14.489337268898652,32.39914308217855,0.978,0.045,0.65,0.047,0.488,0.052000000000000005,0.733,0.057,0.8977010000000001,1.930141,0.614812,2.323248,0.49943999999999994,3.506128,0.6926960000000001,3.09463,0.8794020000000001,1.8859068706716584,0.583624,2.1059818850621053,0.4568799999999998,2.6601748155809317,0.6713920000000002,2.8809846269325994,0.9862002074085916,1.033770498309351,15.09263605936357,0.8549344468415967,0.9029353959191068,32.313882824882185,0.9595756532432741,0.992782698049694,25.104307922313577,1.033452684019853,1.081229667661065,39.85591413778254,0.9888948055273148,1.0554722740202644,48.632928647722856,2.70986031059928,3.0584303729031896,2.786158943830213,2.6448128592364486,2.6774779543652283,0.996540996618702,2.560282445694096,0.8606707918382135,2.839456661346777,0.951965396099388,2.630814663405753,1.0438593353221302,2.5079303856632738,1.0161445480405291,2.5277978209374363,15.09263605936357,32.313882824882185,25.104307922313577,39.85591413778254,48.632928647722856,0.03284258804914208,0.07466546296805099,0.04440341237758927,0.035762605077309106,0.09814862699558248
166.0_-0.5,6.166706891522795,2.190472044168947,2.393843226355112,8.602439230977112,7.060262720104445,14.12052544020889,2.5078714433690266,5.6077710262036575,2.7407111098539665,6.128416348322363,9.848932675545694,22.022882968339047,0.857,0.033,0.987,0.063,0.625,0.057,0.97,0.044,0.7864,2.015573,0.8956988000000001,2.115511,0.5961029999999999,3.067043,0.9094943999999999,2.670823,0.7647999999999999,1.9419485846156248,0.8793976000000003,2.065049884784485,0.5662059999999999,2.701204367995984,0.8929887999999998,2.5824139577725442,0.8115223888191044,0.8549106378107809,21.977193654654563,0.830071220456679,0.8886855364968478,45.11109269556776,0.7723987051291602,0.8386703659919117,52.91298761544253,1.1103378108357331,1.1461439623459382,91.65054749621586,1.036642962751395,1.1552927051437063,111.54323409850515,3.3015598842760774,3.121198445020226,3.407619837562492,2.583823036740017,2.577163908413144,0.8122212756215618,3.0413226405366562,0.8457710729936955,2.890076213418053,0.7933407319838233,3.1173475629883005,1.1090879246918763,2.4680435164114667,1.1205854102874124,2.4546908167300496,21.977193654654563,45.11109269556776,52.91298761544253,91.65054749621586,111.54323409850515,0.09620419002041093,0.027504512581482454,0.1098537787041528,0.09597721874822683,0.06536931738922414
197.0_0.5,5.906161240037579,2.2284352432537404,2.563578650045839,7.34640181500531,6.761964003719022,13.523928007438045,2.5513355100012065,5.704959633771793,2.93504119643748,6.562951631996517,8.410895437999576,18.807333951009927,0.973,0.033,0.799,0.043,0.524,0.05,0.7879999999999999,0.042,0.8979264000000001,2.149441,0.7438850000000001,2.103367,0.5141511999999999,3.3237120000000004,0.7558471999999999,2.760255,0.8798528000000002,2.0921123873019822,0.7217700000000002,2.003264402596023,0.4743023999999998,2.611848626693416,0.7356943999999999,2.629249584801352,0.6885434470112026,0.7830791332903145,21.844148620262366,0.6717236656678617,0.7503590129550445,43.52158363782266,0.8013346950332066,0.8873396338971716,39.66736755577379,0.9059481754112246,0.9655269596375888,80.52789062707728,0.8253499204489719,0.9238239565394551,105.70725070396792,3.906520558965136,4.343841012327291,3.1274958168097884,2.850696519079742,2.9780180083132235,0.7365582665806291,3.5424478481299597,0.7051180259100892,4.0,0.8430792677943432,2.883928639816488,0.9246539192751776,2.666294722084842,0.8820479130789103,2.7676476013432567,21.844148620262366,43.52158363782266,39.66736755577379,80.52789062707728,105.70725070396792,0.02268201236792633,0.04085465157181356,0.02031756006831631,0.0449387046201204,0.029603763099776637
219.0_1.5,5.47298531960824,2.4103938772456543,2.305998475753809,7.374244377930562,6.266020892419473,12.532041784838945,2.759659950058549,6.1707872431145905,2.640137654890536,5.903527266292117,8.442772388292697,18.878612978780726,1.089,0.035,1.065,0.041,0.8059999999999999,0.048,0.935,0.052000000000000005,1.0106614,2.325375,0.9822825999999999,2.207657,0.7548465999999999,2.145033,0.8702266000000001,2.520064,0.9973228000000001,2.291751318056064,0.9665651999999996,2.166878276941976,0.7336931999999998,2.051918631040794,0.8524531999999999,2.428760774637312,0.9651936128999944,0.9768989426632584,21.825176888567913,0.9445005418468934,0.8528994681490207,48.53751808351965,0.881262418251909,0.9180453486597272,51.207753511334715,0.8373179104344974,0.8822646443025377,102.58916825281985,0.8576874060079198,0.9012001822283392,112.04750647674601,2.8222225540826966,3.313933844612374,2.9989985890903013,3.151850507969627,3.0657075252408736,0.9371978853265166,2.640353142838381,0.8081989362980414,3.0379999707108736,0.8772906973194544,2.7887752262053835,0.8397292886050752,2.9046791796595013,0.8572003644566784,2.845028444883808,21.825176888567913,48.53751808351965,51.207753511334715,102.58916825281985,112.04750647674601,0.029636406293839786,0.033773852767430834,0.031571607243986555,0.05569412650520211,0.0211096838199798
21.4_-28.2,5.343953736029289,1.801847499326398,2.2716374420345686,9.092154321336297,6.118292632379931,12.236585264759862,2.0629352019787923,4.612863344801839,2.600797707385376,5.815560469439308,10.409607482497922,23.276589949955806,0.985,0.034,1.128,0.043,1.374,0.068,0.8390000000000001,0.058,0.9100494,2.104272,1.0182994,1.886566,1.2793388,2.633964,0.7837284000000001,3.740933,0.8940988000000001,2.055422460765441,1.0015988,1.8580226602393088,1.2666776000000002,2.6122906428442336,0.7664568000000002,3.5380494664408366,0.9062826494942516,1.0151937245420828,18.86997458308778,0.8995863879814492,0.9462323326793796,34.580638316839035,0.8179167310521912,0.9076495892936824,38.45277257383805,0.8210041202745557,0.9704377639850024,81.93245995983402,0.7831683396948671,0.9333998811655504,90.92266623628969,2.7417336344600916,2.904748330474104,3.039144452074708,2.838112426056844,2.945201052128512,0.9763874490841656,2.5835898354757245,0.9064646653587592,2.707496318078141,0.8632991785873649,2.8172364436762267,0.9310755279700048,2.669857981407256,0.8909997623311007,2.7426912941994783,18.86997458308778,34.580638316839035,38.45277257383805,81.93245995983402,90.92266623628969,0.0711921771551195,0.08427904750017068,0.08079840997065446,0.10089539041106044,0.0689179433701883
180.5_-2.5,5.7190207160696485,2.2029267902835117,2.659456840520209,9.713636671310748,6.5477068178281375,13.095413635656275,2.5221308821955915,5.639656100740857,3.0448121367115863,6.808406916403492,11.121142624983671,24.867630896933946,0.941,0.075,0.897,0.042,0.815,0.04,0.983,0.061,0.8445924000000001,2.278185,0.8401164000000001,2.454342,0.7831691999999999,2.514288,0.9403676,2.610713,0.8271848000000003,2.20054845765426,0.8222328000000001,2.3673251480698867,0.7643383999999998,2.4116927887228456,0.9247351999999999,2.535521888706838,0.7410383728940414,0.7973871693197196,19.71009477709137,0.6657005496426264,0.7460648487535574,42.027150420975495,0.7514929564220593,0.8150898054724516,32.238555201130474,0.7932915812792692,0.9038600746413784,116.87218489287304,0.7891900452857301,0.9176875377047821,118.6631078449016,3.753711264157477,4.412297453018066,3.589966225223053,3.0545920793404395,3.0003281614670736,0.7515743386394392,3.4056604729158884,0.6999296975071146,4.0,0.7699796109449032,3.2655169058954767,0.8625201492827568,2.836878347336133,0.8748750754095641,2.7840790464109264,19.71009477709137,42.027150420975495,32.238555201130474,116.87218489287304,118.6631078449016,0.023383835705024336,0.037202442895876715,0.0412728759226656,0.029802638607010712,0.027127655647087745
44.4_-34.1,5.895855438936793,2.187244204753171,2.1763979881429294,9.95717073035662,6.7501648920387325,13.500329784077465,2.5041758900219047,5.599507517705016,2.491758056624839,5.57174039809591,11.399964769185289,25.49109616500101,1.073,0.032,0.7929999999999999,0.037000000000000005,0.8390000000000001,0.042,0.89,0.039,0.9881716,2.12071,0.7370856,2.094445,0.7905842000000001,2.066848,0.8427209999999999,2.511243,0.9723431999999999,2.086556667533736,0.7141712,1.9911854916281304,0.7691684000000002,1.98946026232772,0.8234419999999999,2.4253006300271123,0.9770483279594062,1.0464308180916586,14.708470001192731,0.9739760388052938,0.98154774644479,33.403082326302155,0.7995637520968489,0.8562515744499911,44.19571722878073,0.7721589786804984,0.8342336064166179,88.10646875817835,0.7433919598089337,0.8383808993936165,100.58611173881071,2.690382021142992,2.8112391580559213,3.2934223615654177,3.439186793140583,3.409643567466288,1.0082616361833172,2.5393625409633445,0.93969549288958,2.6332761201417214,0.8132031488999822,3.0363863975978687,0.7912672128332358,3.1409508584497665,0.7927617987872329,3.1207365098010564,14.708470001192731,33.403082326302155,44.19571722878073,88.10646875817835,100.58611173881071,0.019180599113168828,0.01964655382443081,0.02454459290658006,0.02285770451242819,0.05115395792916133
341.4_-31.2,4.612904578747141,2.1583888756024083,2.9115808261971985,7.956551617531451,5.2813144522076,10.5626289044152,2.4711394236771964,5.525635733221865,3.333468887913172,7.4538630342544785,9.109455946911757,20.3693627353344,1.028,0.04,0.784,0.045,0.816,0.053,0.922,0.039,0.994806,2.318978,0.7308182000000001,2.256247,0.7606286,2.139342,0.8645079999999999,2.372431,0.979612,2.2710247703410715,0.7076364000000002,2.1414895684408464,0.7392572,2.042768319628109,0.8470159999999998,2.2991827256839743,0.7761429857317712,0.8053790421520218,17.899424183079887,0.8477973450647956,0.8581108335107581,43.568286256615885,1.1041749714299414,1.146949055289506,26.182618517231933,1.2171107953985445,1.2555576664306696,46.344974378105796,1.1806926953122705,1.2874547910322456,44.58941936099089,3.6765947755041615,3.282286152377857,2.583220663687749,2.5253427684404097,2.514803425252628,0.7607580843040436,3.3471304209128507,0.8152216670215162,3.0224498601034124,1.1106981105790121,2.469433982236356,1.2225153328613392,2.427418384793614,1.255709582064491,2.4245810023484102,17.899424183079887,43.568286256615885,26.182618517231933,46.344974378105796,44.58941936099089,0.04033473583244851,0.039642936486909086,0.03972385903646425,0.024421526199782332,0.025232746562182
18.1_-28.2,5.277840129194818,2.1551473005678683,2.6513112167859907,15.564350113395193,6.042599163915145,12.08519832783029,2.467428144420152,5.517337060519627,3.0354862120982795,6.787553515015098,17.819624444826147,39.84589159214823,1.212,0.031,0.965,0.045,0.745,0.044,0.959,0.049,1.1253336,2.403667,0.8911398000000001,2.158477,0.7055442000000001,2.337236,0.8989552000000001,2.827289,1.1116671999999999,2.3674587502970748,0.8722796000000003,2.1083914972368296,0.6810884000000001,2.1970738642439613,0.8839104,2.753178236598652,0.9059814631251804,1.0133900970499317,16.69082643350762,0.9690924503580032,1.0718579609368022,34.601766625647066,0.8461315898420351,0.8980470392798886,37.03642132475919,0.7869380131402621,0.8925295920789466,69.03767207608533,0.7869613888404725,0.9704482235130858,109.95842317246388,2.7450547166186587,2.6560387008647917,3.0791838711930626,3.1035739924346406,2.8380860985878664,0.9727801940998632,2.586357614527892,1.0353159218736043,2.5241255154336617,0.8542940785597771,2.8601851042174813,0.8500591841578929,2.8772813789928344,0.9310964470261716,2.6597926421117664,16.69082643350762,34.601766625647066,37.03642132475919,69.03767207608533,109.95842317246388,0.022957651024344883,0.022945492949271062,0.022689128153610568,0.019653495385695163,0.027821971027835124
35.3_-29.2,5.153993445954278,2.134855314511728,2.088968259282628,7.905342890564732,5.90080709627305,11.8016141925461,2.444195849584476,5.4653880699937405,2.39165976005268,5.347913802528629,9.050827075407561,20.238264593206925,1.069,0.032,0.8440000000000001,0.043,0.618,0.047,0.589,0.059,0.9783765999999999,2.126953,0.7926044000000001,2.278492,0.6241976,2.565142,0.577184,3.274625,0.9627532,2.09255573811661,0.7732088000000003,2.184025448096766,0.5943951999999999,2.3188304925763603,0.5463680000000001,2.8078682831645883,0.7989250411980802,0.9438224840474576,21.70589244299934,0.7417350590492501,0.8838477579894304,46.16063572666143,0.9153269760681376,0.9850688590990964,34.793774885142035,0.7139036777597695,0.8879876524337426,97.50307846844635,0.7154269672711291,0.8706124444698703,120.96953902010937,2.9120541170798595,3.1441483273111137,2.803160820589931,3.1244554803278244,3.2116213284970963,0.9016449680949152,2.7127246279541577,0.8411955159788607,2.910561270685122,0.9433377181981926,2.629025799716036,0.844375304867485,2.8905858531609367,0.8266248889397405,2.951868107535858,21.70589244299934,46.16063572666143,34.793774885142035,97.50307846844635,120.96953902010937,0.03551285913010427,0.06863931308530524,0.028496014122166964,0.025307771124760348,0.06964814317529355
30.3_-31.2,5.894541476291468,1.869946939998242,2.062082434829411,12.23161660947546,6.748660536206099,13.497321072412198,2.1409022516039866,4.787202967768873,2.360878179636192,5.279084096262483,14.003977856188447,31.313846441839146,1.18,0.031,1.08,0.064,0.813,0.049,0.89,0.039,1.0959268,2.563281,0.9819544,2.334124,0.8370120000000001,2.194142,0.8385056000000001,2.642646,1.0828536,2.520069727702029,0.9679088,2.2867522035648347,0.8180240000000001,2.124942697635809,0.8210111999999999,2.5502402488391103,0.9562426708971904,1.065480374329005,14.499207008901225,0.9922916858347886,1.0426779854997,29.518727553498483,0.9280640870252616,0.9698201898110208,28.127964045862626,0.8802482582971795,0.9506876376263248,46.61040663228794,0.879389105021937,0.9629326538669872,67.53857533333253,2.6640986893669742,2.6959789483194143,2.839670450741248,2.8915791497497816,2.8575280077689675,1.0259607486580102,2.521334962373895,1.0041559709993997,2.5505460357262546,0.9298403796220416,2.6671907542433217,0.9085752752526496,2.707511275370054,0.9228653077339743,2.6729413630873093,14.499207008901225,29.518727553498483,28.127964045862626,46.61040663228794,67.53857533333253,0.04027237909290915,0.031438034978060636,0.030594994296731067,0.05294926968473301,0.048300803936711545
41.2_-32.1,6.158016903718924,2.3132981228167044,2.0114977649395662,9.197958494343801,7.0503135530677925,14.100627106135589,2.6484950208128444,5.922214904607239,2.3029637910793084,5.149583586573957,10.530742680174212,23.54745648642787,1.213,0.04,0.836,0.039,0.86,0.038,0.878,0.038,1.0983298000000001,2.005396,0.7766424000000001,2.128957,0.8150580000000001,2.121378,0.8313354,2.499509,1.0846596000000004,1.9705468096903933,0.7552848000000001,2.048493541805342,0.7941160000000002,2.0447267243995726,0.8126707999999998,2.402229317492661,0.9936220882353954,1.0618202005131874,18.72988496123481,0.963377141485948,0.9981627829448364,41.87013517779688,0.946382141202482,0.9973628949775748,34.79729980693552,1.0879158637854154,1.1537309732974768,81.34541656627641,1.0073628420554752,1.0775241780202456,98.35444696476057,2.668885652651381,2.7748423005491696,2.7764975425282126,2.578272229226389,2.6491660643961343,1.0220404010263746,2.5303254883312425,0.9593255658896728,2.610318877770917,0.95772578995515,2.603976988963146,1.1174619465949531,2.4628873057780085,1.0398483560404912,2.5117405298188418,18.72988496123481,41.87013517779688,34.79729980693552,81.34541656627641,98.35444696476057,0.014836561647970647,0.04053346593957785,0.01721170876379674,0.023339429568670744,0.023193442373607542
4.8_-34.1,5.755421102116144,1.90593739159508,2.016930134994539,9.366089697668851,6.589381619812771,13.178763239625544,2.182107719637206,4.8793411953358445,2.309183311555247,5.163490857145609,10.723236094861065,23.977884846888728,1.178,0.03,0.8370000000000001,0.039,0.514,0.047,1.029,0.038,1.0874908,2.258837,0.7842880000000001,2.057122,0.528328,3.106924,0.972158,2.302073,1.0729816,2.2186562243959966,0.7625760000000001,1.971095721905601,0.4886560000000001,2.5181661881610435,0.958316,2.264419409923077,0.7767516751745454,0.9961388781834492,18.407941363503443,0.7578335339900087,0.8779674383221617,38.08066957533318,0.8647908229197837,0.9277063071816408,41.76880581927317,0.9098646887684892,0.9019991294414093,77.31321964576759,0.8815431492996568,0.9779950419324864,106.27957653021005,2.779048729886884,3.1732506151990485,2.964427839196378,3.0623447750340187,2.819599677412384,0.9552777563668984,2.6173831105589382,0.8345348766443234,2.926102675734083,0.8864126143632816,2.758560790966472,0.8587982588828185,2.8359658268023447,0.9376900838649728,2.654576806477964,18.407941363503443,38.08066957533318,41.76880581927317,77.31321964576759,106.27957653021005,0.03782614207782442,0.03076914157822075,0.045677208157100635,0.036435469480557536,0.03988767811552918
193.0_-0.5,5.2535237135720285,2.0725662818789625,2.891285693347869,9.17740685216356,6.014759299668612,12.029518599337225,2.3728811361232243,5.30592352289846,3.3102329903139736,7.401905987704447,10.507213105042057,23.49484275695068,1.244,0.042,0.785,0.045,0.71,0.041,0.889,0.045,1.1532332,2.419701,0.7272196000000002,2.104866,0.695944,2.5429630000000003,0.8472553999999999,2.407635,1.1404664,2.3896665821007463,0.7044392000000004,1.9938287891807265,0.6718879999999999,2.3746168100232103,0.8285107999999997,2.322715086483951,0.7526239236370555,0.8372597472494671,17.829013355105253,0.7295667014480025,0.7681624283970664,34.61470533918697,0.7367672079174121,0.7940068134387352,35.93718324339993,0.8980876959458561,0.9627070701505188,78.7874661020555,0.7636357944469672,0.8681073521782008,91.01825646213705,3.4175284788107865,4.08898292251838,3.7880350203435564,2.858128149591203,3.2252150569417286,0.7939194944989341,3.1270498114340106,0.7237248567941327,3.7357440989261206,0.7482136268774704,3.4389483374075547,0.9224141403010376,2.67513117141911,0.8250147043564015,2.97456065212506,17.829013355105253,34.61470533918697,35.93718324339993,78.7874661020555,91.01825646213705,0.0217169347008761,0.0270686224459048,0.02942662152510012,0.01995695483441906,0.02641010434844437
356.6_-29.2,5.468722529205817,1.9076214144571333,2.602286741653822,10.511426431562061,6.2611404236877375,12.522280847375471,2.184035757411971,4.883652418863408,2.9793580905194594,6.662047219715482,12.034532121495399,26.910031901068468,1.011,0.042,0.7040000000000001,0.052000000000000005,0.792,0.043,1.005,0.053,0.9285224000000002,2.080784,0.6550576000000001,2.069605,0.750594,2.42186,0.9324015999999999,2.644141,0.9120448000000004,2.0324253401129857,0.6261152000000002,1.9167152151935745,0.7291880000000001,2.3104984252795133,0.9168031999999998,2.579142798142588,0.8044512282791402,0.8670629305219419,21.655902220210727,0.8670071517773998,0.9098313848120776,36.96813277958666,0.8893174390437779,0.9434875332567494,38.787133145608564,0.7251465390446825,0.8691819722077766,79.7410631509424,0.7418861053668511,0.8933673891710159,101.48570806137873,3.2309640140115703,3.030452419725161,2.913079919808687,3.2193501402838285,3.0998026224927906,0.8229258610438838,2.9736697130145826,0.8676627696241552,2.8180376571550525,0.9009750665134988,2.723899158441076,0.8254639444155532,2.969576360904622,0.8517347783420317,2.863581611564592,21.655902220210727,36.96813277958666,38.787133145608564,79.7410631509424,101.48570806137873,0.01837780991202753,0.022397010421172703,0.02908969013663454,0.032183739239007865,0.05702535003300345
353.2_-29.2,5.784108995866277,2.255156453467135,2.52264726518242,10.886017834762873,6.622226389367299,13.244452778734598,2.581928623574522,5.773367915365098,2.8881788539073523,6.458164248514272,12.463401819020007,27.86901369822327,1.081,0.041,0.866,0.061,0.755,0.047,0.86,0.051,0.9918064,2.26685,0.7915626,2.233137,0.7230478,2.431363,0.8043280000000002,2.311588,0.9776128,2.2238922712900275,0.7711252000000001,2.1521134751021966,0.7000956,2.296938089256181,0.7846560000000002,2.218356356873893,0.7741537553215497,0.8438766193787042,20.154598976587234,0.8363313969298647,0.8825182042409949,42.531442415793116,0.9378153995385452,1.002174988645678,38.003294177569146,0.8842931047231238,0.9305892298452132,66.36974085823616,0.8358284518599156,0.8996173675657773,74.36558536811239,3.3720477673696982,3.150610395626123,2.766679919587415,2.954589846038053,3.0724312357294736,0.8003532387574084,3.09960434010746,0.8402364084819897,2.9125867719880265,0.9639499772913562,2.6009248034669468,0.8887784596904263,2.7548934496753774,0.8574347351315544,2.847825082162373,20.154598976587234,42.531442415793116,38.003294177569146,66.36974085823616,74.36558536811239,0.049493615774147785,0.0360441208815786,0.03847413911506048,0.021277789587781367,0.10331935651664803
195.0_0.5,5.255177465427758,1.9789813011941213,2.406411825510571,8.712017121569966,6.016652680168238,12.033305360336476,2.2657356917371487,5.066339025771773,2.755100899027052,6.160592895095272,9.974388402485447,22.303410501943002,0.894,0.049,0.722,0.057,0.6920000000000001,0.046,0.547,0.071,0.8260002000000001,2.082582,0.6707248,1.925236,0.6565956000000001,2.384601,0.5333484000000001,4.1074720000000005,0.8060004000000001,2.0118228760240924,0.6414496000000001,1.8054855509731835,0.6291912000000001,2.208659254900713,0.4986968000000002,3.3117522390481406,0.8063468824600839,0.8540302007773904,22.63081865208838,0.6952307355013376,0.7389015548837987,42.655223091340645,0.7747167851448477,0.8356100710059011,44.485886945587644,0.789796620775756,0.8449763207819708,70.40032782378793,0.7399971029073426,0.8332574717421878,102.235442904277,3.3069517275865037,4.5332912118364055,3.4292666972019763,3.36472989551714,3.446292084914578,0.8104604015547808,3.043383787047876,0.6924031097675973,4.0,0.7906201420118022,3.134313132496532,0.8025526415639417,3.0823959841756645,0.7893149434843755,3.1435907824125557,22.63081865208838,42.655223091340645,44.485886945587644,70.40032782378793,102.235442904277,0.029753236227344267,0.03358073450593013,0.039742895500944016,0.03308817357502769,0.022775907294676826
50.5_-27.2,5.0551310792055215,1.972359694550104,2.2160279124526228,9.868951782459645,5.7876195725824,11.5752391451648,2.2581546142904134,5.049387221258184,2.537130356967007,5.673195945956535,11.298962895738043,25.265249110118127,1.223,0.061,0.7120000000000001,0.061,0.4920000000000001,0.056,0.688,0.046,1.1200002,2.344248,0.6526689999999999,2.166789,0.4842786000000001,2.761755,0.6666314,2.800465,1.1070004,2.3057999465291825,0.6233379999999998,2.0075253242742432,0.4345572000000002,2.1121270079353893,0.6412627999999999,2.5681435145128795,0.9204877339438552,0.9533205781408972,22.567004235418604,1.026228179705684,1.0216728594086637,48.118878805290834,0.9563400405319455,0.9661985641821902,53.43643691569042,0.92438939907939,0.9492119209966584,92.71877985517077,0.8324130848590463,0.9043788449650668,135.96756075673974,2.8839973251402595,2.730144124533334,2.8489489147881732,2.8958933082151064,3.0524506438434447,0.9104411562817945,2.688242879585294,0.9825457188173272,2.5712265304905517,0.9259971283643804,2.6643741271157744,0.9090238419933168,2.701448982323324,0.8601576899301335,2.8288013533501024,22.567004235418604,48.118878805290834,53.43643691569042,92.71877985517077,135.96756075673974,0.08510786722383823,0.045798450595472495,0.12450950062533528,0.10466750077722843,0.09112242246849622
