bin1_id,bin2_id,bin1_mean,bin2_mean,WeiTot,WeiBlend
0,0,8.95222549001172,0.26290139345113955,237941.1052,74826.12670000001
0,1,9.008918987557522,0.3690244586938947,237947.819,78983.35399999999
0,2,9.001907324141435,0.42380992633224135,237935.7725,78263.8407
0,3,8.973942939037583,0.4656885657782503,237944.22360000003,77525.33189999999
0,4,8.961896693412,0.5009608490673517,237943.87439999997,75963.9463
0,5,8.949018292024016,0.5319729207935608,237939.8199,75828.1679
0,6,8.928435086291412,0.5602747593569406,237942.67630000005,75791.70539999999
0,7,8.917772047412704,0.5866014172350378,237939.5814,75980.6429
0,8,8.896995581606683,0.6115497113257425,237943.1898,75067.1304
0,9,8.889946090489515,0.635338311164816,237942.20880000002,73754.4347
0,10,8.876044930101202,0.6579183054416854,237938.28000000003,74942.676
0,11,8.86058103594776,0.6800129178605103,237943.95429999998,74137.5244
0,12,8.844446289487598,0.7016818570204938,237941.01710000003,73082.668
0,13,8.835927748197236,0.7231863550414217,237940.4602,73222.63709999999
0,14,8.82207331873861,0.7445931193435118,237940.29099999997,73134.06319999999
0,15,8.812853374361843,0.7665089808470915,237948.70349999997,72406.5243
0,16,8.801368753327095,0.7892148363086673,237938.58510000003,71463.78169999999
0,17,8.775088629868867,0.8135778239386038,237942.1212,70739.12349999999
0,18,8.768480987996067,0.8411629508622164,237941.51399999994,70383.0336
0,19,8.78899788545167,0.8761173555116302,237941.97220000002,69921.5944
1,0,11.738226309496053,0.26258601189309494,237943.577,82557.3993
1,1,11.721367459418877,0.35629536581938204,237953.36629999997,82286.84460000001
1,2,11.740406625052879,0.40857611966140994,237944.365,82091.84730000001
1,3,11.729548118740796,0.44868203484548996,237952.47049999997,80727.13010000001
1,4,11.726799573910146,0.4828254546179159,237945.2103,78652.01120000001
1,5,11.724106928155075,0.5132206194561009,237953.8278,78078.39869999999
1,6,11.721244936389688,0.541653738783673,237943.962,77708.5831
1,7,11.71483205875134,0.5682663452539836,237954.01260000002,77350.3059
1,8,11.71707988940488,0.5936585749303475,237947.39150000003,76657.2572
1,9,11.713641313613794,0.6182651435968538,237950.56149999998,76942.01690000002
1,10,11.71075115400594,0.6421197248650007,237945.9373,76546.413
1,11,11.705149468933522,0.6655155589517869,237951.03879999998,76509.7466
1,12,11.706218015451832,0.6887074334333282,237947.593,76758.82119999999
1,13,11.700780126613429,0.7118302066074251,237947.14320000002,73570.3198
1,14,11.702505519067893,0.7350438933151416,237949.4192,74738.73819999999
1,15,11.70455737194391,0.7586768478890323,237950.05659999998,74778.09330000001
1,16,11.70552060305028,0.7831847886235807,237948.3321,73390.7749
1,17,11.704565332581053,0.8093264137843332,237948.21050000002,71707.36790000001
1,18,11.716006036566862,0.8387776877286055,237950.4497,72989.2396
1,19,11.724899704571463,0.875816552319782,237946.548,70533.6589
2,0,14.086395139598928,0.2571046489763584,238417.22989999998,80628.3274
2,1,14.091235814395104,0.348707622775187,238417.4591,79955.8794
2,2,14.082699778841357,0.39903033641581426,238415.3706,79776.8529
2,3,14.085307314265279,0.4382545860513331,238424.2249,80355.5623
2,4,14.091908445456308,0.4717542624445105,238417.03230000002,78217.904
2,5,14.0791560373865,0.502141864254481,238417.77560000002,77950.8026
2,6,14.084857343927226,0.5304994172384382,238417.51239999998,76777.8555
2,7,14.083549695423427,0.5575065751337605,238419.71720000004,77173.66820000001
2,8,14.081773998407316,0.5835598332339935,238415.60919999998,77927.0501
2,9,14.065579082289036,0.6089069588231413,238417.00499999998,76326.73289999999
2,10,14.071180753929589,0.6339470415884494,238416.09749999997,75864.38570000001
2,11,14.070210197379211,0.6585873836328008,238413.5482,75774.9467
2,12,14.063042863134667,0.6827714387562678,238423.53759999998,75936.2819
2,13,14.062660364595702,0.7071885026236352,238408.1479,74618.91880000001
2,14,14.060157715198608,0.7316185767932502,238426.7422,73569.4293
2,15,14.066868715603139,0.7565919031033848,238416.8534,73674.10819999999
2,16,14.06358063288283,0.7822952530544637,238413.57489999998,72220.7841
2,17,14.063285192927221,0.809574069291148,238420.7556,72811.5847
2,18,14.068242412987518,0.8398960246616353,238415.06509999998,72211.7828
2,19,14.083991168978748,0.8767422549796333,238418.4501,71170.09939999999
3,0,16.494115105958546,0.24973264115626542,237570.27129999996,80504.856
3,1,16.476669395148768,0.33993140968609564,237557.48020000002,80877.29999999999
3,2,16.4774573522177,0.39031206511085365,237557.1883,80857.0935
3,3,16.483558914461675,0.429837175588583,237568.79129999998,78846.5052
3,4,16.469270989011175,0.46375385411079756,237560.1694,78464.8529
3,5,16.47710207814358,0.49421934684844016,237572.228,77868.5462
3,6,16.480324345281694,0.5226222860096804,237560.7735,76603.2512
3,7,16.471779148160746,0.5497058711705234,237558.32950000002,74846.8008
3,8,16.480851823857,0.5757045237150016,237569.34879999998,75333.8134
3,9,16.47956702070757,0.6011489902779872,237556.825,75702.819
3,10,16.47481435930555,0.62634839938231,237563.56939999998,73610.1985
3,11,16.478538245593235,0.6514424685774499,237567.64979999998,73653.8849
3,12,16.465656043369183,0.6763698319919235,237563.5504,73864.0664
3,13,16.4674471086811,0.7016161507818709,237564.023,73540.2907
3,14,16.467960486883964,0.7271536320597652,237565.23759999993,71972.0302
3,15,16.462879644036317,0.7531045198424882,237560.39440000002,72666.12389999999
3,16,16.46671343562041,0.7800904106919154,237569.2586,71885.07130000001
3,17,16.463599275750514,0.8086229723315871,237560.4025,70951.8405
3,18,16.468716317617865,0.8401333277030019,237564.5068,70367.5202
3,19,16.467623613914157,0.8775233686614963,237563.00979999997,69394.7499
4,0,19.070063428946472,0.2361093397726845,237530.65180000002,80483.6661
4,1,19.064921523885342,0.3286459873324311,237527.7571,80629.2206
4,2,19.041653076622516,0.3807671720180634,237534.8182,79236.20150000001
4,3,19.05246459545218,0.4212301190575321,237527.96649999998,78653.26209999999
4,4,19.043112811677013,0.4558255361606848,237532.6678,78084.5494
4,5,19.048532609596027,0.486440284523066,237534.896,77929.85440000001
4,6,19.036481291352064,0.5147661209342348,237531.5798,76552.9257
4,7,19.033766888778857,0.5416469985239122,237520.79169999997,76269.44709999999
4,8,19.02809881320685,0.5678365640116174,237538.8913,75805.0704
4,9,19.047970514804145,0.5932321067179402,237529.438,74602.5956
4,10,19.035303660826692,0.6183784213526842,237531.75800000003,74918.0207
4,11,19.035142394511052,0.6435250287089859,237521.43779999999,74255.98610000001
4,12,19.039825905236352,0.6689456201690497,237536.2138,73251.56659999999
4,13,19.03337957051477,0.6947554511910023,237525.2771,74434.44099999999
4,14,19.034226345541196,0.720779996258891,237536.44589999996,72316.07879999999
4,15,19.0248132993601,0.7477122708167304,237530.93200000003,73222.7882
4,16,19.042719861000226,0.7761441846900854,237530.11310000002,72915.3442
4,17,19.025407854032068,0.8060934818056515,237531.2609,71608.3945
4,18,19.020444794854505,0.8388087155281859,237526.60340000002,72555.4521
4,19,19.027408831703973,0.8771231596114235,237534.3836,69675.0523
