bin1_id,bin2_id,bin1_mean,bin2_mean,WeiTot,WeiBlend
0,0,7.853959308507137,0.26162184023696256,153786.6458,52604.890799999994
0,1,7.816332192598861,0.36704300086889574,153784.2251,53753.692
0,2,7.794370145192411,0.4256442745427183,153787.4671,52651.882399999995
0,3,7.7766562587537456,0.47102989908833387,153785.5872,52472.735799999995
0,4,7.755765770893909,0.509160464192995,153791.81350000002,51973.0074
0,5,7.739972859621488,0.5424450166293309,153780.9798,51422.039099999995
0,6,7.729506703702297,0.5723551820059981,153784.4544,51598.3108
0,7,7.708596251736422,0.5997976753149932,153790.2946,50626.899099999995
0,8,7.695425036056116,0.6252318952855204,153788.83169999998,51040.0227
0,9,7.678350621653741,0.6492586612027252,153785.68329999998,49895.7767
0,10,7.664338727569213,0.6720256023904563,153782.96110000001,49737.0762
0,11,7.648070599189863,0.6939221038500303,153787.048,49262.1731
0,12,7.633490968133202,0.7151774048854873,153785.78220000002,49045.447700000004
0,13,7.602076621631362,0.7360076091718598,153782.8886,48824.22
0,14,7.592192577250708,0.7568309182744769,153788.7237,48331.168300000005
0,15,7.564592211805304,0.7778104246643603,153787.01570000002,48126.8248
0,16,7.542241751718079,0.7996397214203234,153784.632,47785.08410000001
0,17,7.51034335408974,0.8225895667407063,153787.05999999997,47729.022999999994
0,18,7.488410457552706,0.8477504912758719,153786.2027,47154.32979999999
0,19,7.501655577662362,0.8791055891313612,153786.12480000002,46598.4131
1,0,9.403119190790875,0.2486556072729143,153555.64860000001,55118.67999999999
1,1,9.412094106525172,0.34008467113835894,153550.7636,54686.36
1,2,9.410569187780434,0.39142647896087324,153554.131,53450.414699999994
1,3,9.401423398588976,0.43186211766788174,153559.51009999998,53972.4169
1,4,9.3987604104838,0.4669416364865714,153547.7991,53680.5476
1,5,9.390743333934614,0.49878291069938746,153560.5287,53848.956300000005
1,6,9.38974492867681,0.5282915463513805,153547.5941,52842.6783
1,7,9.380646952155548,0.5560957684273714,153556.1419,52769.5215
1,8,9.384676350764666,0.5823660736751156,153557.8292,52664.7499
1,9,9.380651330370252,0.6075367336397588,153549.97950000002,52219.6208
1,10,9.379116071987355,0.632250509335483,153551.2022,51634.489199999996
1,11,9.377561058747428,0.65627482985868,153558.4031,50547.08149999999
1,12,9.37516930364655,0.6799097562327562,153549.3448,51676.0463
1,13,9.375320247743003,0.7036224771315909,153556.6591,51701.5959
1,14,9.377729525732759,0.7274228768692832,153550.77,49945.3487
1,15,9.371223454255706,0.7517333429123662,153557.6505,50249.806899999996
1,16,9.371062206943012,0.7769560481222194,153553.8372,49889.422300000006
1,17,9.373594840532808,0.8037655218980215,153554.8712,49771.226500000004
1,18,9.374016860428013,0.8344541347104755,153554.4411,48613.0524
1,19,9.372513187574045,0.8736145554353437,153553.29899999997,47815.234200000006
2,0,10.669717896367066,0.2451315937757826,153917.518,57834.6616
2,1,10.661863564649286,0.327011938825731,153922.7223,56454.4998
2,2,10.66061982103455,0.37489361860518544,153917.082,56361.3637
2,3,10.661441716629287,0.41353671994138635,153922.7054,55433.2824
2,4,10.657941408394322,0.4473803327865553,153921.28780000002,54619.60400000001
2,5,10.654008986975885,0.4787551986492624,153922.8343,55311.654800000004
2,6,10.654456014298054,0.5080490423223047,153922.1338,53947.8799
2,7,10.653207533173463,0.5362329274295758,153916.1584,53576.3784
2,8,10.65170386126553,0.5636643947440377,153919.1713,53079.2896
2,9,10.655985867141965,0.5899738840198937,153921.7188,53389.252100000005
2,10,10.649561961970894,0.6156933018121903,153918.19550000003,52664.6848
2,11,10.648955876387006,0.641058247521712,153924.6503,52360.236300000004
2,12,10.646154890789614,0.6661071853147683,153923.3589,51720.1097
2,13,10.647164446091852,0.6911642650227005,153915.6578,51374.2137
2,14,10.645157967429501,0.7166563195318967,153922.14760000003,51434.4988
2,15,10.646199607656802,0.7425572188733944,153919.4773,50997.32209999999
2,16,10.643360920820834,0.7693905894243315,153919.67100000003,50696.58439999999
2,17,10.645503746888128,0.798196386095229,153923.5841,49855.9856
2,18,10.643017036774655,0.8306314832365234,153918.1537,48794.3883
2,19,10.651270047471858,0.8719813076691812,153922.3323,47879.74740000001
3,0,11.831197537441925,0.23934468465807765,154017.728,57831.8353
3,1,11.82868584848136,0.31889606303385776,154015.08740000002,56945.4606
3,2,11.826363534508832,0.36566421210374506,154014.2469,56248.193199999994
3,3,11.836516583308406,0.4033345349450555,154013.3692,55316.0095
3,4,11.831568706843424,0.43634157837525583,154023.88790000003,55775.43979999999
3,5,11.8278382443948,0.46663097075006704,154016.7141,55232.7583
3,6,11.824470921578655,0.4951280812046739,154007.5662,54041.726200000005
3,7,11.827318726791091,0.5225037973149219,154021.28459999998,54262.0468
3,8,11.828036997042457,0.5490165804429519,154016.8841,54156.3302
