bin1_id,bin2_id,bin1_mean,bin2_mean,m1,m1_err,m2,m2_err,c1,c1_err,c2,c2_err,varWei
0,0,8.096534998712992,0.2712760755582043,0.164756784831041,0.0737183847128754,-0.03235713414477408,0.0728806275214,0.0015466547185100322,0.00037271198064673283,0.0008334029758822725,0.00037629548218132987,2126623.0609
0,1,8.049744246823032,0.37226513672427697,0.17525997005555902,0.07460051987283356,0.0527538501349259,0.07529541427189387,0.0002258307194724209,0.0003818559189461982,-0.0004677873428385679,0.00038560407393088784,2253302.1362000005
0,2,8.02361776458129,0.4302474168567238,0.23020875865702445,0.0763532415479857,0.06596160635498341,0.07702110333352995,-0.00010754787020854099,0.0003952125621506628,0.0005822697484320688,0.00039544294874963487,2239272.5831000004
0,3,8.007366258649325,0.4751549206297089,0.0825625402258105,0.08018891644396547,0.10621047952202504,0.0804445371327395,0.0003079932268810664,0.0004089834409854824,8.881149374264001e-05,0.0004117956351137508,2236459.4794
0,4,7.988579250832855,0.5125314807414337,0.001835362972492591,0.08199795268115004,-0.035028434062044214,0.08346153973993817,-0.0030996091918313565,0.00041867955703734624,0.0009494350622947395,0.00042328132334197875,2229502.083299999
0,5,7.977934916452512,0.545379041238282,-0.17590123272178226,0.08381950568814664,0.050327157543053426,0.08570940664989103,-0.0006531508642571597,0.00043171673158058546,0.0004840010771232147,0.000434016734531657,2195582.8118999996
0,6,7.965077818257479,0.5749717745235784,-0.10627330208643784,0.08619335581412503,0.03929046582425718,0.08747285552009348,-0.0026347862554078373,0.00043603002952609496,0.003466519194440231,0.00044300660168588126,2198215.3745999993
0,7,7.948236464267156,0.6020877729666209,0.18896069449394637,0.08795762634634548,0.011468727810438714,0.08877912739402066,-0.0016649463497257298,0.0004509730108282872,0.0027299244156719594,0.000450219859186406,2184131.3523000004
0,8,7.931747847676824,0.6272836649733622,-0.10360949721719008,0.08892134132607887,-0.11582060091355582,0.09012959483413178,-0.0030992190895807194,0.00045308249695383404,0.0023844305171358583,0.00046217826163362985,2166549.2601
0,9,7.912549161078689,0.6511764793215462,-0.18727983685291155,0.09259099993285846,0.1501793995818505,0.09212920563663322,-0.002354257057855852,0.00046185076376418653,0.0020231371875585654,0.0004607555829904314,2148266.521399999
0,10,7.892456229189294,0.6738349153813064,0.16452360026281737,0.09208390791922494,-0.017294923922979728,0.0926106365815464,-0.0017146574117090417,0.0004644659893130708,0.006326898016657964,0.00047150476904212266,2129580.027300001
0,11,7.8777824593947505,0.6957029435716053,-0.21484734405334746,0.09354735342280368,-0.10645559092437523,0.09413729926674108,-0.0024895922723013456,0.00046597705324678774,0.006396443802686642,0.0004754670303167379,2131135.974599999
0,12,7.857906561154066,0.7169129145883786,-0.16281708510267728,0.09393264922101702,0.10010615897161257,0.09455925437765442,0.00038254954730147713,0.0004690867304591765,0.0018967881800574552,0.00046807994883485296,2104109.0441
0,13,7.834136191292255,0.737724759361483,0.08657125975739015,0.09377648354574745,0.00600544949619264,0.09475651991665461,-0.00018302056524924947,0.0004642482435595437,0.0019691380919753527,0.0004653065460525637,2093232.9348999998
0,14,7.81801126447979,0.7584617051250317,0.06164559204964788,0.09199658103035314,0.062214621982402234,0.09297797174830934,-0.002416338443911736,0.0004606507177725491,0.003154470497105601,0.0004657691818737813,2069817.643
0,15,7.798772919326915,0.779381512662088,0.0322695120177518,0.09082672967352405,0.05467826441802769,0.09214798789938183,-0.001310951138175321,0.0004529116226495601,0.004570416960150241,0.00046115019651054505,2063755.6099999996
0,16,7.77670572201528,0.8009852313754793,0.16406857064059419,0.09154574324943276,-0.20023509588226854,0.0918090513038339,-0.0006300522582109941,0.0004479421666401144,0.003614014408324404,0.0004509455116603088,2042100.7152999989
0,17,7.739006554905189,0.8236778800315113,0.05908608791950798,0.08913696330232657,0.21396950155960057,0.08942755341385904,-0.0008022452464098281,0.0004325072681213502,0.002937243393286345,0.0004351924543843274,2054544.3001
0,18,7.729152425628266,0.8487323391196478,0.10106319910873517,0.08791473468044422,-0.15617785578531296,0.08830871373251792,0.001873564179910452,0.00042614410704427166,0.0027427869339048945,0.0004281450638859596,2025083.7415999994
0,19,7.741145572572275,0.8795070215982084,0.02515958403545718,0.08428149487788843,0.11896864165402027,0.08538411710395015,-0.001051389886681262,0.0004073332941210261,0.0003414389143899617,0.0004095306426796377,1996318.3061
1,0,9.827674492774205,0.25694309557763895,0.01932843085324202,0.08563249053866458,0.05900339825856396,0.08636581203510227,0.0007061941287116441,0.00042422086897195635,-0.001128871752418942,0.0004281807249326468,2560072.2495999997
1,1,9.823565277500029,0.3458190848433364,-0.022585936101264397,0.09048555976903198,-0.19469999823086587,0.09135153008256884,-0.0008555973410906526,0.0004539972394555761,0.0006625226861839732,0.00045827435833288143,2566792.860000001
1,2,9.817369804323771,0.3970374558611586,-0.14424176555291493,0.09333945881979476,0.23164280272321822,0.09470896536794343,-6.79321789170951e-05,0.00047231896701748833,-0.0003851972937247319,0.00047669164346861103,2537086.3078
1,3,9.806030333023042,0.4378220543729232,0.008497951041705878,0.09790345604244764,-0.016103555402097076,0.09899944832852653,0.0005695069280803128,0.000486254529504063,0.0024347812043003137,0.0004934487574311736,2520436.788800001
1,4,9.801172589283402,0.4730848637360624,-0.020380090805927915,0.10028841683943066,-0.026410560992346035,0.10211537809260395,-0.0025825151591926704,0.0004991318064299298,0.002180787104956595,0.0005018450918631251,2491136.3129000003
1,5,9.795803258260985,0.5049125177950191,0.11385355554911578,0.10568041266443222,-0.07795670044076428,0.10540265005140242,-0.0007624386068840809,0.0005149109729131335,0.00029343555492810855,0.0005150678599706148,2439664.6162
1,6,9.790736196629236,0.534471714540134,-0.19262108969912972,0.10588688271321742,0.024569098338035687,0.10636026925609723,-0.0015316586310000235,0.0005228692635844616,0.0006421816912525837,0.0005249752775185358,2437485.7975999992
1,7,9.798047211644967,0.5620516252151198,-0.2386483311319746,0.11092064330148771,-0.08459292439209136,0.1103815656726258,0.00148467894392114,0.0005310211218901658,-0.0014355979575501568,0.0005386859569695817,2430359.6725
1,8,9.786686345743215,0.5883159760607549,-0.027847812565730698,0.11123771151815363,0.21012876013260792,0.11120759929678312,-0.0008339823828084026,0.0005486574461750581,-0.0015774365026852864,0.0005440113475684267,2393521.8645000006
1,9,9.789103819796964,0.6137088339961688,-0.010382166002226887,0.11409074484709526,-0.16808532215641453,0.1125701709685292,-0.0047767740021921025,0.0005548773101996652,0.0016877429725108664,0.0005463779393178815,2399952.1834000004
1,10,9.783358145255654,0.6383971736657174,-0.16245330142467088,0.11373961992929757,-0.025953334035814957,0.1140428513636421,-9.205066900826395e-05,0.0005546293701666055,0.002690884301077293,0.0005638298155676783,2367741.6271999995
1,11,9.78101655146907,0.6624004920166038,0.020144946539266424,0.11654585329445054,0.03801053527125588,0.11664701816073066,-5.671435963657761e-05,0.0005612743102920847,-0.0036861987139377044,0.0005552227765336385,2350662.0557
1,12,9.785569521869066,0.6860209867125893,-0.16420648908695426,0.11689662338997808,-0.15263522463355153,0.11621385023376257,-0.002269912653307202,0.0005610661477280015,0.0013999865590434942,0.0005567227215402889,2301888.1805999996
1,13,9.78520861485448,0.7095862568948018,-0.025880742611395547,0.1182867499671351,-0.1662582346276118,0.1171836656035257,0.0010745950427080348,0.0005630553956498289,0.0015335216685056817,0.0005600781660852047,2314117.3153999993
1,14,9.783330788258054,0.7332172056341343,-0.09619655185554461,0.11678457840115981,0.058684991666237155,0.11895340202683347,0.0014014851162238483,0.0005657279067537919,0.0041753800919052675,0.0005712791932097547,2264431.1174
1,15,9.780691512054096,0.7571584650626786,0.14588707399291556,0.11739602638702344,0.016374783653147224,0.11666025453417121,-0.0008321475479298789,0.0005537866685283187,1.9007791116036897e-05,0.0005547100651087335,2259131.2758
1,16,9.783305317984514,0.7818277114105837,-0.07225311879416435,0.11765505395710356,0.047809160995683296,0.11769504020291158,0.004033696488534894,0.0005593729942748833,0.000702730704137349,0.0005571264140172094,2236784.1189999995
1,17,9.779914612309499,0.8082432280562005,-0.22108717412366471,0.11485452274885416,0.224863692163666,0.11460856843261318,-0.0009642102099376802,0.00053496376172637,0.002635472082176679,0.0005429531844707994,2204133.2059000004
1,18,9.785285100214846,0.8379756299573643,0.3413410172979665,0.11069239817700961,0.003867324894432657,0.11036752156349712,-0.0020490620402627215,0.0005166702539180446,-0.001928546108187266,0.0005167017965121187,2173512.671100001
1,19,9.779108176152672,0.8752691945284897,-0.13630499772456722,0.10033495957928748,-0.017558499447599577,0.09990881723803331,0.0020571412741035235,0.0004734965854856863,0.0026803675639181647,0.0004714114299392401,2141195.0395
2,0,11.300550594232746,0.2501849494500382,0.0006123993404087777,0.08997258697158117,-0.10284814270309371,0.09098635131729306,0.0027959581075932055,0.0004399443398330747,0.0004702230577222214,0.0004433252863133735,2687357.533
2,1,11.298545764792243,0.33401397374812136,0.1023948719860825,0.09592761375449407,0.04190054616541905,0.09661254114075453,0.0009981432093208043,0.0004757200464967844,0.0024114162397856588,0.00047796853773516044,2632516.2543000006
2,2,11.297372958225987,0.38360486137122346,0.08030911630038247,0.09956790696848591,-0.22380108718482933,0.09984269591369163,0.0011487312296421341,0.000489662459148772,-0.0005359324748718442,0.0004955180208258147,2610035.0164999994
2,3,11.300871838308797,0.4234277571418385,-0.10222276755985947,0.10488235651986753,-0.11795717450129661,0.10500989362107227,0.0016200849750492123,0.0005040884556181182,0.0002761484628630733,0.0005095381899422853,2553973.5401999997
2,4,11.299945969196047,0.4580689866823139,0.02624359318282104,0.10696944733598604,0.08755295230632239,0.10816566553374714,0.0010372889386800685,0.000523439435881955,0.0022875917046594925,0.0005242770697421895,2529692.8234
2,5,11.296714807561154,0.4893191528587194,-0.015453777542788356,0.10928526292657911,0.07390982698112526,0.11107563605620364,0.0006608035453509566,0.0005308646163863324,-0.0007227378550922428,0.0005393981744126248,2497734.5826
2,6,11.296441976594128,0.5185494519027563,0.012171650423099346,0.11404362640459384,-0.18237644515817245,0.1127643736729361,-0.00025125590443756844,0.0005432709642889577,0.0024667867703077532,0.0005488296436903001,2470936.7235999997
2,7,11.293296454879869,0.5467157871955631,-0.23203561567067138,0.11576932498463463,-0.06146872510939153,0.11898143543656566,0.0014317637933692646,0.0005551368503527881,0.0035271230560436763,0.0005558389438141358,2470584.9471000005
2,8,11.291348005620597,0.5736878677689745,0.047545524131369296,0.11824809756519622,-0.1275823518631007,0.12000211755043327,-0.00012254851469370258,0.0005692012849516753,-0.0031845556592818023,0.0005731820732398236,2437483.5332999993
2,9,11.290266826520035,0.5999002298374246,-0.04804419820617682,0.12233829320272213,0.03763810107995344,0.12220812252575951,0.0010152758314554123,0.0005727901454487949,-2.3035677875004453e-05,0.0005775934292755851,2439975.9848
2,10,11.286617861245299,0.6255119385705084,0.022379414817199808,0.12680479732427016,-0.1531700993120465,0.1271449740923029,0.0006883670378518375,0.0005835213892294468,0.002285883238005866,0.000595347798711843,2407354.7575999997
2,11,11.288098961682808,0.6507225584339735,0.11809802216844667,0.126174078070647,-0.07124669839468332,0.12734307785280208,-0.004018377925842358,0.0006011367735079475,-0.00154985518147297,0.0005985321166632957,2379046.3917
2,12,11.284669840001984,0.6755400770449661,0.13591629344289735,0.1320759552856464,0.07322053919580974,0.13290233848074764,0.0007661376898842584,0.0006027085480440066,-0.003890640020721842,0.0006058845587474539,2358665.040199999
2,13,11.288387392298008,0.7002240150378836,-0.38558395544142116,0.1310847932156334,0.015868427143395574,0.13173050546831813,0.0012870789880162074,0.0006075451401668331,-0.00016380148254074126,0.0006050404888167646,2338759.4070999995
2,14,11.282766527714008,0.7251487854550364,0.21981619951497403,0.13352956903207366,-0.07282753856870934,0.13107401977099364,0.0006357011017960813,0.000608296513836016,-0.0037040992341019017,0.0006080588311569387,2308863.0024000006
2,15,11.284148554003085,0.7505646101024079,-0.11160213800284237,0.130282603069802,0.07178724783678929,0.13096909133631837,0.000995704270271666,0.0006069144132685375,0.0027427550824422405,0.000618581845308212,2290335.0319
2,16,11.284167860521329,0.7767571724828682,0.08507925387316415,0.13167889128204371,0.07662108160210278,0.13286085619354251,0.0031614836255056326,0.0006048858588120355,0.00194080937411122,0.0006113543890284663,2281151.9669000003
2,17,11.28379755357419,0.8045574983734581,0.061374287651324154,0.13087166033030795,0.3115138339384093,0.13061406817239749,0.0013451471925570114,0.0005894296567945539,0.0002968741014694015,0.0005937764152119194,2225538.2885
2,18,11.285392630956965,0.8357454448740352,-0.0610326368308534,0.12469538159079359,0.1570306741173226,0.12442496916884606,0.001986474688206572,0.0005695039458144268,0.0009639532398572532,0.0005625343587108071,2198521.1945
2,19,11.28702926213463,0.874443484299847,0.0037619821865333657,0.1133087379396169,0.010550280008053102,0.11447776468034306,-1.899796078824038e-05,0.0005159695162515659,0.0014251472758529296,0.000520020999335438,2168824.608900001
3,0,12.726663836951928,0.24503937725657252,0.05769456707985627,0.09637207448090367,0.015538270140598453,0.09637608515702832,-0.0010255034981490592,0.0004407241443985566,0.0004538043489259772,0.000445603998391541,2707715.3394000004
3,1,12.727165129818856,0.32757972990572215,-0.0909611667125656,0.09857034105262202,0.03920728982599555,0.09986875171218057,0.0008048544656956381,0.00047572672219395475,-0.0010807695927905437,0.00048106801396323684,2670364.1205000007
3,2,12.72302965115896,0.3753837658997919,-0.07321712205430894,0.10401739703914559,0.05260818536432666,0.10558131580662528,0.00042297753791125113,0.0005007103919108225,0.0018899452968798717,0.000502346697080713,2620278.0269
3,3,12.72235198532956,0.4138096969347193,-0.12557853152045914,0.10866977769058352,-0.06994671840563728,0.10977116351673467,-0.00040463406194074687,0.0005189528789073787,-0.00021914972632738287,0.0005200335005647609,2577480.7431
