bin1_id,bin2_id,bin1_mean,bin2_mean,WeiTot,WeiBlend
0,0,8.010406472723652,0.265056639746684,871349.9145,289414.3431
0,1,7.987856236555859,0.3722434957522256,871354.4361000002,294642.2446
0,2,7.9687206245857505,0.43038116563765927,871350.1248999999,292264.633
0,3,7.949366229280344,0.47512499172697253,871351.7095,286980.30140000005
0,4,7.928646108065212,0.5125913250161734,871349.2131,287261.6544
0,5,7.917147169641478,0.5453769676845962,871350.7372000004,282666.04579999996
0,6,7.901537611106315,0.5749223450013404,871347.3202000002,282816.9353
0,7,7.88222639403867,0.6020756119498658,871353.9859999998,281408.3106
0,8,7.868784888370567,0.6273054353759935,871349.9371999998,278282.98000000004
0,9,7.849951741684651,0.6511469730516023,871352.8164999998,275158.5749
0,10,7.8352426568460265,0.6738596433651429,871346.0591000002,273932.29140000005
0,11,7.811355520390537,0.6957087300176205,871356.5611,271588.2125
0,12,7.797346506353525,0.7169235820885848,871346.3655999999,270730.3176
0,13,7.773927737573993,0.7377562565094203,871353.4525999996,268891.0267
0,14,7.759210746240963,0.758469701314697,871352.5848,264500.1147
0,15,7.735436515570873,0.7794370833551281,871349.0798,263252.4268000001
0,16,7.712102439994954,0.8009752919636742,871351.1264999997,261889.22390000004
0,17,7.679417376516094,0.8237140812213616,871350.6699,260143.45650000003
0,18,7.669020426084179,0.8487559942281329,871349.7330000004,258139.1388
0,19,7.68509056982373,0.8795857423216641,871352.408,255445.8382
1,0,9.810630414656252,0.2544992004066406,874215.8951,313215.0516
1,1,9.817257593348234,0.34587081639081424,874221.7291000001,314026.18549999996
1,2,9.80812210122675,0.397185801294906,874216.7056,309759.2567
1,3,9.80266811893735,0.43780260045893926,874212.8315,309629.06370000006
1,4,9.797230231871277,0.47303613821850404,874216.7945000001,304995.4096
1,5,9.795112769004744,0.5049587211751437,874221.6642000002,303647.3492
1,6,9.788561110718666,0.5344170666306655,874213.2062000001,299412.29140000005
1,7,9.787643558081424,0.5620833759227069,874220.6221000002,300555.5978
1,8,9.782130898324981,0.588313396424846,874220.1568999998,299860.558
1,9,9.783286243534258,0.6137173760571529,874212.8472999997,296544.41030000005
1,10,9.78172443229087,0.6383752675784566,874215.3809,292187.07999999996
1,11,9.780651896243274,0.6624212081537408,874221.8503,291305.11
1,12,9.78161986284488,0.6860779759372855,874214.2863999999,288879.1868
1,13,9.778744156630207,0.7096002212326546,874217.6058000001,285887.92620000005
1,14,9.780844012742174,0.7331755835495245,874212.8242000001,284993.43450000003
1,15,9.779437467655772,0.7571591304630819,874223.0701,282207.25340000005
1,16,9.776355724596804,0.7818964518719953,874219.6345,277915.27839999995
1,17,9.779277768585445,0.8082991188173234,874213.0670000002,274724.40849999996
1,18,9.77951258574183,0.838003212794069,874215.8746,271993.1719
1,19,9.77885603206129,0.8753671531309735,874218.5782999999,267040.36329999997
2,0,11.30223376470992,0.24937232851859248,869588.7496,324389.2804
2,1,11.296688989245979,0.33418740130238783,869582.2614000001,319919.45759999997
2,2,11.298580737077554,0.3835471241200946,869578.7831,314890.0365
2,3,11.299200850871708,0.4234939640378718,869587.0763,312704.7185
2,4,11.300095879143036,0.4580745467736749,869577.0567,311663.22309999994
2,5,11.295975085034163,0.4893906194323308,869589.5207,306425.0196
2,6,11.295642910491209,0.5186658720701258,869577.5674,306070.06059999997
2,7,11.292615539448958,0.546708066389924,869587.3976999999,302086.2753
2,8,11.290861789327804,0.5737390726939184,869583.1566000001,299340.50269999995
2,9,11.287354932009988,0.5999278951497081,869584.9148999999,299491.25549999997
2,10,11.286374127602748,0.6255388970202773,869584.3953000001,296221.80000000005
2,11,11.284407951756188,0.6506842595674098,869576.2438,293466.8969
2,12,11.282800941022876,0.6754968709591002,869587.6554,291963.10469999997
2,13,11.284289925682343,0.7002622288945317,869583.1551000001,290828.846
2,14,11.281561518996718,0.7251508177579126,869585.1404,289237.1302
