binZB_id,binSNR_id,binR_id,binZB_min,binZB_max,binSNR_min,binSNR_max,binR_min,binR_max,m1_raw,m1_raw_err,m2_raw,m2_raw_err,c1,c1_err,c2,c2_err,WeiTot,WeiBlend,var_dm1,var_dm2,var_dm1_err,var_dm2_err,PSFmodelling_dm1,PSFmodelling_dm2,PSFmodelling_dm1_err,PSFmodelling_dm2_err,m1_final,m1_final_err,m2_final,m2_final_err
0,3,5,0.100000,0.200000,24.590000,27.950001,0.371710,0.403309,0.096056,0.238701,-0.240396,0.228512,0.003164,0.006755,-0.004838,0.006467,21929.366534,7568.012694,-0.150948,0.424292,1.786080,1.798112,0.001524,0.003577,0.001789,0.001845,0.045487,0.660999,-0.090392,0.661283
0,3,6,0.100000,0.200000,24.590000,27.950001,0.403309,0.435292,0.326991,0.245954,0.119235,0.228787,0.014280,0.006960,0.006674,0.006475,21913.751164,7353.995070,-0.030917,0.345235,1.872968,1.809936,0.001524,0.003577,0.001789,0.001845,0.318140,0.674957,0.238669,0.649056
0,3,7,0.100000,0.200000,24.590000,27.950001,0.435292,0.465852,0.139195,0.246049,-0.171511,0.233283,0.000557,0.006963,-0.004320,0.006602,21905.334910,7588.301964,0.749277,-0.946417,1.877824,1.861151,0.001524,0.003577,0.001789,0.001845,0.400279,0.695484,-0.495786,0.685637
0,3,8,0.100000,0.200000,24.590000,27.950001,0.465852,0.495289,-0.301556,0.242917,-0.065098,0.246087,-0.003911,0.006875,-0.004747,0.006964,21928.329391,8037.815975,-0.953735,1.558349,1.786479,1.816489,0.001524,0.003577,0.001789,0.001845,-0.649623,0.698440,0.509691,0.709856
0,3,9,0.100000,0.200000,24.590000,27.950001,0.495289,0.525638,-0.014821,0.243547,-0.062381,0.234243,0.007942,0.006892,0.002064,0.006629,21926.048465,8577.657963,2.391400,-1.140857,1.826075,1.736879,0.001524,0.003577,0.001789,0.001845,0.922239,0.754753,-0.505117,0.718727
0,3,10,0.100000,0.200000,24.590000,27.950001,0.525638,0.556098,-0.100422,0.255494,0.352843,0.245863,0.005257,0.007230,0.008718,0.006958,21914.394437,7821.085833,-2.351286,0.132240,1.828379,1.813439,0.001524,0.003577,0.001789,0.001845,-0.938055,0.700773,0.403615,0.692332
0,3,11,0.100000,0.200000,24.590000,27.950001,0.556098,0.585156,0.309727,0.249825,-0.261636,0.242276,-0.007522,0.007070,0.002619,0.006856,21925.971160,7766.381764,-0.149649,0.539289,1.931984,1.763858,0.001524,0.003577,0.001789,0.001845,0.258244,0.728504,-0.067038,0.670108
0,3,12,0.100000,0.200000,24.590000,27.950001,0.585156,0.614923,0.195258,0.247102,-0.309612,0.249743,-0.006808,0.006993,-0.001660,0.007068,21958.151427,8079.350606,-0.578389,-0.399721,1.862077,1.823850,0.001524,0.003577,0.001789,0.001845,-0.016032,0.728339,-0.453110,0.716041
0,3,13,0.100000,0.200000,24.590000,27.950001,0.614923,0.645573,0.118271,0.258034,-0.006953,0.252037,0.005366,0.007302,0.015218,0.007133,21891.975973,7831.724978,0.010876,-0.119039,1.978538,2.034068,0.001524,0.003577,0.001789,0.001845,0.123686,0.753379,-0.045961,0.770090
0,3,14,0.100000,0.200000,24.590000,27.950001,0.645573,0.678722,0.115465,0.272884,0.016883,0.255337,-0.007505,0.007723,-0.002822,0.007226,21904.853936,7677.355856,-0.212505,-0.340278,1.830676,1.874881,0.001524,0.003577,0.001789,0.001845,0.042509,0.697248,-0.098803,0.704988
0,3,15,0.100000,0.200000,24.590000,27.950001,0.678722,0.711114,0.277550,0.266816,-0.272440,0.258588,0.001399,0.007551,-0.006116,0.007318,21883.434764,7322.735192,-0.133035,0.274631,1.900501,1.900777,0.001524,0.003577,0.001789,0.001845,0.234557,0.689661,-0.176965,0.686605
0,3,16,0.100000,0.200000,24.590000,27.950001,0.711114,0.748499,0.133746,0.255920,-0.305957,0.263347,-0.000742,0.007243,-0.003586,0.007453,21916.063826,6960.041523,-1.216097,-0.637350,2.026202,1.999802,0.001524,0.003577,0.001789,0.001845,-0.250935,0.692502,-0.504788,0.687529
0,3,17,0.100000,0.200000,24.590000,27.950001,0.748499,0.789707,-0.104707,0.269471,-0.263150,0.277874,-0.014697,0.007626,0.018168,0.007864,21957.957189,6859.920567,1.133887,0.608897,2.055842,2.080368,0.001524,0.003577,0.001789,0.001845,0.251056,0.696511,-0.069347,0.706844
0,3,18,0.100000,0.200000,24.590000,27.950001,0.789707,0.837804,0.567298,0.268690,0.482455,0.275459,0.018196,0.007604,0.009710,0.007795,21892.875075,7188.311208,-0.390587,-0.004607,1.978996,1.960379,0.001524,0.003577,0.001789,0.001845,0.440577,0.703148,0.484519,0.700138
0,3,19,0.100000,0.200000,24.590000,27.950001,0.837804,999.000000,0.596266,0.284297,0.299926,0.302108,0.003014,0.008046,0.010921,0.008550,21932.050435,6719.372060,0.917886,1.474590,2.035341,2.268198,0.001524,0.003577,0.001789,0.001845,0.879005,0.685325,0.755276,0.757744
0,4,0,0.100000,0.200000,27.950001,31.450001,0.000000,0.192491,-0.292456,0.167991,-0.052227,0.180205,-0.003436,0.004754,-0.001817,0.005100,21886.298297,7238.631422,0.247093,1.006955,1.406195,1.556071,0.001524,0.003577,0.001789,0.001845,-0.209209,0.494495,0.284388,0.545292
0,4,1,0.100000,0.200000,27.950001,31.450001,0.192491,0.240530,-0.028143,0.200281,0.439117,0.196969,-0.006913,0.005668,-0.010042,0.005574,21892.422030,6902.102534,0.202655,-1.006981,1.652367,1.626992,0.001524,0.003577,0.001789,0.001845,0.037273,0.558124,0.125219,0.549468
0,4,2,0.100000,0.200000,27.950001,31.450001,0.240530,0.281978,0.044189,0.211104,-0.382596,0.198730,0.002809,0.005974,-0.006396,0.005624,21877.471022,7092.542418,-0.806623,1.127807,1.666441,1.616124,0.001524,0.003577,0.001789,0.001845,-0.215789,0.580033,-0.013391,0.560364
