bin1_id,bin2_id,bin1_mean,bin2_mean,m1,m1_err,m2,m2_err,c1,c1_err,c2,c2_err,dataWei,simWei
0,0,7.853959308507137,0.26162184023696256,-0.44754733606485675,0.050302600296132455,-0.5551886734679318,0.052676263579782626,-0.0015614368312399727,0.0014235635883805492,-0.0002884344333091418,0.001490738259307848,57437.97502292832,153786.6458
0,1,7.816332192598861,0.36704300086889574,-0.3959807275104972,0.05570755186739661,-0.28114675289479796,0.05876503989014271,0.0018079399216066304,0.0015765237178473235,0.002500768459024914,0.0016630506288910398,78620.8118172317,153784.2251
0,2,7.794370145192411,0.4256442745427183,-0.3343500118460705,0.06386982230208932,-0.1544813815317989,0.0677143709644587,-0.005011313198285807,0.0018075159711491281,-0.002686675355834509,0.0019163166982941813,86519.89228611614,153787.4671
0,3,7.7766562587537456,0.47102989908833387,-0.31516313362333426,0.0673856417253936,-0.05300638092843979,0.07342484310365623,0.0003689291130589655,0.0019070136608286396,0.005933654639877472,0.0020779230598334726,92671.34602091805,153785.5872
0,4,7.755765770893909,0.509160464192995,-0.09396144953498853,0.07291988864211126,-0.0633169186108431,0.07652762847397442,0.0007043677741453133,0.002063632848571749,-0.0009384114546830257,0.002165731885813477,95710.2803984098,153791.81350000002
0,5,7.739972859621488,0.5424450166293309,0.05603431035713635,0.07601386289133034,0.01922776953807892,0.08097289379310423,0.0008160135163060593,0.0021511923198246487,0.002804372897847707,0.002291532894344849,96896.08900130115,153780.9798
0,6,7.729506703702297,0.5723551820059981,-0.006512600086130527,0.08301504990497759,0.19963897938413488,0.08263546648089969,-0.002625484526343146,0.0023493259123108664,-0.0004729267760664145,0.002338583701409461,100918.48370178905,153784.4544
0,7,7.708596251736422,0.5997976753149932,0.08917131224245534,0.08607398093305012,0.06390639283239352,0.089681521649335,-0.004244081246660744,0.002435893660405319,0.0016544455784774821,0.0025379870626761813,101843.81358084804,153790.2946
0,8,7.695425036056116,0.6252318952855204,0.16008851824318415,0.08687214233642843,0.21916533737191424,0.09363933809373519,-0.0008439188210191736,0.0024584816281209235,0.004669754908107579,0.002649993268052706,106476.57710517873,153788.83169999998
0,9,7.678350621653741,0.6492586612027252,0.04242367526712165,0.08998743590978413,0.09373935610949458,0.09046915008994788,-0.0032982733635486382,0.002546644436246891,-0.0010361026323262752,0.0025602769475455253,106814.05571146688,153785.68329999998
0,10,7.664338727569213,0.6720256023904563,0.2678755714485552,0.09414411459431056,0.3188627884080675,0.09060994484715319,-0.005071624023123451,0.0026642784430189865,-0.00033342532656265716,0.0025642614391744346,106945.53782923364,153782.96110000001
0,11,7.648070599189863,0.6939221038500303,0.12770639117350235,0.09134459557409119,0.3404669351989509,0.09654362968856295,-0.0005352295533686456,0.0025850520547467813,0.005936319763942693,0.0027321847201863315,111344.45187830048,153787.048
0,12,7.633490968133202,0.7151774048854873,0.21934092658322357,0.09144475267666625,0.3107087605103138,0.09090745385794852,-0.00024967312332803936,0.002587886500749655,0.0026831399792909515,0.0025726809441799416,111537.6832109952,153785.78220000002
0,13,7.602076621631362,0.7360076091718598,0.44276881963971615,0.08430320216906048,0.1250711868078409,0.093675296327497,-0.0012814659329669245,0.0023857806213844115,0.0015746098033769685,0.002651010886068165,110848.36409939377,153782.8886
