bin1_id,bin2_id,bin1_mean,bin2_mean,m1,m1_err,m2,m2_err,c1,c1_err,c2,c2_err,dataWei,simWei
0,0,8.010406472723652,0.265056639746684,-0.4656863335600965,0.022692268591886985,-0.5024445100629199,0.022506880217264814,0.0002749460402605532,0.0006421912011504015,-0.0002658098129755702,0.0006369447101485943,576922.1729743866,871349.9145
0,1,7.987856236555859,0.3722434957522256,-0.39039994395447664,0.024477858866290357,-0.3499543627484356,0.025176998901723934,0.0006372257782758768,0.0006927234059160171,-0.0002660067145662925,0.0007125090689187868,624352.4420347525,871354.4361000002
0,2,7.9687206245857505,0.43038116563765927,-0.2631341519557008,0.027097990060302914,-0.28426099820446193,0.027184462075941974,-0.000992567219428676,0.0007668731187065733,-8.856366274678784e-06,0.0007693202767491583,655994.0326288209,871350.1248999999
0,3,7.949366229280344,0.47512499172697253,-0.24652276468822265,0.030674838790642277,-0.18320453731553554,0.030341059813769656,-0.0001355658478349479,0.0008680979377751761,0.0015735949156185734,0.000858651992729681,671115.5760227628,871351.7095
0,4,7.928646108065212,0.5125913250161734,-0.15376247486633576,0.032462415865718006,-0.1304146485675146,0.0329668759368032,-0.0013181365867140178,0.0009186863689998191,0.0012471795716012639,0.0009329625890115309,671361.7822939511,871349.2131
0,5,7.917147169641478,0.5453769676845962,-0.026830590450470204,0.03250555103601806,-0.04432210333382214,0.03451013974196161,0.00024960993865841014,0.0009199070943193106,0.0022250611937155024,0.0009766369546975145,672343.7174457437,871350.7372000004
0,6,7.901537611106315,0.5749223450013404,-0.025688861147688202,0.03494258599734705,0.01784720551630503,0.036938770945135486,-0.0012416018744607071,0.0009888751837249222,0.0006313662637205293,0.0010453672177473347,680674.4918748979,871347.3202000002
0,7,7.88222639403867,0.6020756119498658,0.04715560282309106,0.03754785101527299,0.020884758072466925,0.03883556131441273,-0.0006169780059254262,0.001062604183732226,0.0024837385698038457,0.001099046385197881,676935.9735523547,871353.9859999998
0,8,7.868784888370567,0.6273054353759935,0.12275641329252274,0.03812458192975394,0.10362352974765932,0.04299423347594335,-6.280586788112419e-05,0.0010789256686120367,0.0036253802477519206,0.0012167368073691962,683726.6733627741,871349.9371999998
0,9,7.849951741684651,0.6511469730516023,0.13921919870393218,0.03744568911086476,0.14422808692393385,0.038771326044225715,-0.002386167020467382,0.0010597130018374728,0.0021958962195097968,0.0010972285270515873,691509.1864179738,871352.8164999998
0,10,7.8352426568460265,0.6738596433651429,0.19387095915102615,0.04109980627517321,0.21885049642631316,0.041515869838491266,-0.0030531535048679,0.0011631245175874024,0.0026155244463901585,0.001174899116429303,690540.9971920567,871346.0591000002
0,11,7.811355520390537,0.6957087300176205,0.16446332448253642,0.0400558916996595,0.21559976348079135,0.03884851044512782,-0.002036045650464693,0.0011335817351003652,0.0023377542372666794,0.0010994128455971174,695808.5922670141,871356.5611
0,12,7.797346506353525,0.7169235820885848,0.21619489121309488,0.04168850535738385,0.20023581861722484,0.04237958310177247,-0.0011099349381171412,0.001179784701613963,0.00520002915180711,0.0011993422017801604,693328.5435807876,871346.3655999999
0,13,7.773927737573993,0.7377562565094203,0.2853849101029762,0.0434265987746473,0.18538910625450988,0.04153769601705503,-0.0014084962866981283,0.0012289727453225184,0.001963510958368126,0.0011755167972826571,693951.2428440903,871353.4525999996
0,14,7.759210746240963,0.758469701314697,0.17640016466142638,0.041411558154361046,0.2756922271061857,0.0420299706399052,-0.00038450609271942427,0.001171947095768418,0.0051126584885025465,0.0011894481691093173,689925.1299586373,871352.5848
0,15,7.735436515570873,0.7794370833551281,0.2432584848521644,0.04312554361369302,0.20897493923756327,0.04117810372169636,-0.0012782132935073825,0.0012204528842675124,0.0027506040077763458,0.0011653403353240072,693963.2168106441,871349.0798
0,16,7.712102439994954,0.8009752919636742,0.27639119491380737,0.042025180945359425,0.2495720274187374,0.04321627849811497,-0.00015068498904524197,0.0011893126207536708,0.0026304010005747044,0.0012230206814966536,695045.2041120538,871351.1264999997
0,17,7.679417376516094,0.8237140812213616,0.3353946052809196,0.039564393374906276,0.2259198739285022,0.03793681093395378,-0.0015111910017622128,0.0011196723325098477,0.0038473669363885254,0.0010736117494308916,699095.3096976818,871350.6699
0,18,7.669020426084179,0.8487559942281329,0.29090368870716254,0.04096690817568815,0.27487044868000843,0.03788331974779458,-3.918176144331216e-05,0.0011593635013719744,0.0014436674588083794,0.0010720979488625872,698104.3063178731,871349.7330000004
0,19,7.68509056982373,0.8795857423216641,0.25406598919685996,0.03272281997786101,0.2338116438816198,0.03362595623741345,0.001251636659162053,0.0009260558053734662,0.0003008422343739048,0.0009516145615188001,692346.4009319808,871352.408
1,0,9.810630414656252,0.2544992004066406,-0.36300234701005873,0.024487047509327377,-0.3309756839330946,0.02608611345169185,0.0009205603343243798,0.0006929834445139643,0.0001592101054995014,0.000738237010682879,609729.8715191893,874215.8951
1,1,9.817257593348234,0.34587081639081424,-0.25743324206922735,0.028824764770720702,-0.2934583820120735,0.028007749976786647,-0.0007012884414158865,0.000815740843011396,0.0005884439780856517,0.000792619324343062,751323.3230091818,874221.7291000001
1,2,9.80812210122675,0.397185801294906,-0.24177796412661867,0.0324232581274358,-0.19947264947364973,0.028176519909450855,0.0012747974278265613,0.0009175782050064329,0.0005190272688968441,0.0007973955134374595,786246.7702024542,874216.7056
1,3,9.80266811893735,0.43780260045893926,-0.19383451907540794,0.03163647571203579,-0.18879871251758984,0.031683789697939585,-0.0005594760963814453,0.0008953122626506132,0.00019889086521151372,0.0008966512484516903,793112.145067621,874212.8315
1,4,9.797230231871277,0.47303613821850404,-0.14583940127972395,0.03391544240099857,-0.08968967046173826,0.03528618349700605,0.0007889785188983455,0.0009598070199482596,0.0006438538952810314,0.0009985989929652717,796628.3902782165,874216.7945000001
1,5,9.795112769004744,0.5049587211751437,-0.027121366318360263,0.03389975791280568,-0.09285218397262374,0.03615718956981584,-0.0015894033897293693,0.0009593631489324007,-3.2735850252660695e-05,0.0010232484648257881,791630.3203792679,874221.6642000002
1,6,9.788561110718666,0.5344170666306655,0.014216333252128344,0.034326552405035425,0.012779839085611755,0.03776296148328664,-0.0006015677186517774,0.0009714414330625029,-0.0018008856152573333,0.0010686918099770111,791828.338238146,874213.2062000001
1,7,9.787643558081424,0.5620833759227069,0.00879377230723688,0.03672845502271403,0.09064288303167123,0.035446319346706195,-0.0012344261255690329,0.0010394152771428064,0.0026071947930482297,0.0010031308375117848,778163.9945777843,874220.6221000002
1,8,9.782130898324981,0.588313396424846,0.10811562014203391,0.03833072902088774,0.07289089663293424,0.03788516685877007,-0.0017834063361806297,0.0010847596312911231,0.00135711619378384,0.0010721502221031935,781116.0294156206,874220.1568999998
1,9,9.783286243534258,0.6137173760571529,0.16253248312211044,0.038191605536780214,0.09132945436148354,0.04199348662371021,-0.0001707533862770872,0.0010808224366908794,-0.001098954200153178,0.0011884156714509996,776050.1587454741,874212.8472999997
1,10,9.78172443229087,0.6383752675784566,0.1984131056181706,0.04131252065584462,0.163122703153727,0.039119937567965744,-0.0002966675814543995,0.0011691443345604026,0.00199988852253467,0.0011070942331734305,782857.1517651135,874215.3809
1,11,9.780651896243274,0.6624212081537408,0.23122191090038324,0.04047696158857429,0.1826287309810657,0.04208762433802464,0.00039093443810562866,0.0011454980129566527,0.0007731621942879442,0.0011910797687660977,778293.785424816,874221.8503
1,12,9.78161986284488,0.6860779759372855,0.2789761643376183,0.04178126390013323,0.33375848320992696,0.04161226894575038,-0.0014561316907994186,0.0011824097683737704,0.00018610529794154881,0.0011776272111647362,787991.8307905045,874214.2863999999
1,13,9.778744156630207,0.7096002212326546,0.29469614354841145,0.04371028964503862,0.2923757221864629,0.04270526942455713,0.00037263993256873217,0.0012370011969545932,0.0002398586194619287,0.0012085591247149674,786926.9796495979,874217.6058000001
